header_seq,header_stamp,header_frame_id,t,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z,acceleration_linear_x,acceleration_linear_y,acceleration_linear_z,acceleration_angular_x,acceleration_angular_y,acceleration_angular_z,acc_bias_x,acc_bias_y,acc_bias_z,gyr_bias_x,gyr_bias_y,gyr_bias_z,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z,motors_len,motors
47203,1755709082.262318,world,1755709082.262318,0.03844501101391397,-0.0522602707031259,1.1405356951179981,0.007018040896045523,0.00482632453065649,0.9998028416566619,-0.017936875669135814,0.0006716978408183515,0.0009638452735677695,-0.005239529291340716,-0.012013899313139644,-0.0035535499718357785,0.0005771157903938862,0.00113261945552314,0.007060149032032383,-0.004411711248037671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47204,1755709082.2723255,world,1755709082.2723255,0.03844844170910979,-0.0522593122046585,1.1405005119130247,0.007070212813042844,0.004768901234715651,0.999803097158713,-0.01791749378783603,0.0005777756459555593,0.000649813354841591,-0.004671001333778243,-0.010672071530460995,-0.007655036809005916,-0.0019455358617181176,0.00036545799231715913,0.004011607320951982,0.00021080273971165516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47205,1755709082.2823248,world,1755709082.2823248,0.03844756119814815,-0.05224485657352245,1.1404657175701935,0.00710894037571193,0.004684784875454181,0.9998037471086768,-0.017888069343958764,0.0003233135672499241,0.0010029435305535237,-0.0042014042539823245,-0.015489674170291429,-0.007259086942017775,-0.004482933414227338,-0.001633780667762198,0.0064618576663499575,0.0038453586189957758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47206,1755709082.292337,world,1755709082.292337,0.038457374627057006,-0.05224283431400562,1.140423781812119,0.00704362654169533,0.004600964504652867,0.9998048333771286,-0.01787494353838163,0.0005061084161351842,0.0008284344791129386,-0.0042442241021253095,-0.01667905422010542,0.0023519209325469537,-0.0033327973111327725,-0.00020327423704939967,0.004770093305628468,0.0030630390081402732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47207,1755709082.3023458,world,1755709082.3023458,0.03845526260068214,-0.05223038109348833,1.1403895378855404,0.006995732460824987,0.004549326748987428,0.9998053813162365,-0.017876320778121287,0.00024000825813413388,0.0010227674592535678,-0.003897432845015922,-0.01396284420392817,0.007033260588679316,-0.0016210545690172184,-0.002223615829931366,0.005895750628119981,0.005518668108074373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47208,1755709082.3124268,world,1755709082.3124268,0.03846604821067815,-0.05222634727208366,1.1403304793774265,0.006915045300704996,0.004546693495198457,0.9998062507475555,-0.017859750638411807,0.0005301065209162316,0.0008771110463731726,-0.0046379047049837615,-0.007064228434240127,0.009647835221336925,-0.002409803293642366,0.00016735844890752042,0.004401679905067475,-0.0006870996587442896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47209,1755709082.3223636,world,1755709082.3223636,0.03846930804695921,-0.0522264731457321,1.140301795791924,0.006847553186500709,0.0045638266976459575,0.9998065070487794,-0.01786703568449239,0.0004612904676607058,0.0005943813920110425,-0.003991256942117215,-0.0014404990762572083,0.011786487075459701,-0.0005229946969619878,-0.00036428696915122966,0.0019186648111220064,0.004334396813452845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47210,1755709082.3324656,world,1755709082.3324656,0.03847566357869278,-0.05222628312217751,1.140244109529571,0.006931644464720603,0.004617543729474109,0.99980664855842,-0.017812807002299258,0.0004624250188327326,0.0004068671075334249,-0.004561215762852802,0.005665831908974197,-0.004911676549566041,-0.0043978057069370795,-0.000445023479472765,0.00035883962866697515,-0.0002915156222165268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47211,1755709082.3423796,world,1755709082.3423796,0.0384776335432699,-0.052228004890095395,1.1402206698337234,0.006922530423040818,0.004577085343564622,0.9998077567916709,-0.01776452424094549,0.00036705371574763,0.00021841610652962548,-0.0037988248739559416,-0.0029678740416683625,-0.0037064723362613527,-0.008317246843433901,-0.0011312952663768054,-0.0010675613552458899,0.005485417408606062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
47212,1755709082.3523502,world,1755709082.3523502,0.03847234750679301,-0.05223239125022615,1.1402026643041985,0.0069789620996621865,0.004584329690095304,0.9998080226235988,-0.01772557211470932,-1.0441979932921702e-06,-1.5228424562095477e-05,-0.002978090717993842,-0.0019733911974490147,-0.008217485333536764,-0.008085257271316818,-0.003920249810549485,-0.0027388410759514106,0.011434737456935684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0.0,0.0,0.0,0.0"
