header_seq,header_stamp,header_frame_id,t,is_single_rotor_thrust,collective_thrust,bodyrates_x,bodyrates_y,bodyrates_z,thrusts_0,thrusts_1,thrusts_2,thrusts_3
2339,0.0,,1755709094.8387532,False,5.788688532114029,-0.30812495946884155,-0.3410612642765045,-0.06971034407615662,0.0,0.0,0.0,0.0
2340,0.0,,1755709094.8547919,False,7.656412003040314,0.33375084400177,-0.761560320854187,-0.10624099522829056,0.0,0.0,0.0,0.0
2341,0.0,,1755709094.8620305,False,0.11837688088417053,-3.7113234996795654,1.607371211051941,2.2150206565856934,0.0,0.0,0.0,0.0
2342,0.0,,1755709094.8733509,False,12.059835505485536,-0.6229146122932434,1.4492567777633667,0.14312423765659332,0.0,0.0,0.0,0.0
2343,0.0,,1755709094.8819342,False,8.269186170101166,-0.7952590584754944,0.024488415569067,-0.21320350468158722,0.0,0.0,0.0,0.0
2344,0.0,,1755709094.8916242,False,6.4421254062652595,4.557254791259766,0.7830795049667358,1.0657535791397095,0.0,0.0,0.0,0.0
2345,0.0,,1755709101.2893615,False,5.788688532114029,-0.30812495946884155,-0.3410612642765045,-0.06971034407615662,0.0,0.0,0.0,0.0
2346,0.0,,1755709101.31242,False,8.720825107097626,-1.043877124786377,-1.2331758737564087,-0.3043254017829895,0.0,0.0,0.0,0.0
2347,0.0,,1755709101.3295953,False,0.5548142266273499,3.262207508087158,1.9225480556488037,-2.037360429763794,0.0,0.0,0.0,0.0
2348,0.0,,1755709101.3434312,False,10.345333642959595,-0.34242135286331177,0.7227560877799988,-0.06041582301259041,0.0,0.0,0.0,0.0
2349,0.0,,1755709101.3553455,False,11.446394171118737,0.20585627853870392,-0.7020887732505798,-0.2650972604751587,0.0,0.0,0.0,0.0
2350,0.0,,1755709101.3658206,False,10.109175127744676,-0.8403427600860596,2.977437973022461,-0.029789522290229797,0.0,0.0,0.0,0.0
2351,0.0,,1755709101.378259,False,12.031387047171593,0.520800769329071,-0.08480202406644821,-0.28457769751548767,0.0,0.0,0.0,0.0
2352,0.0,,1755709101.396429,False,13.640468289256097,0.6723418831825256,-0.010026135481894016,-0.5516710877418518,0.0,0.0,0.0,0.0
2353,0.0,,1755709101.4064734,False,11.160986312627793,0.81889408826828,-0.473588764667511,0.08227909356355667,0.0,0.0,0.0,0.0
2354,0.0,,1755709101.4229488,False,10.885576023459436,0.63251131772995,-1.032148003578186,0.17672482132911682,0.0,0.0,0.0,0.0
2355,0.0,,1755709101.4367511,False,11.08145774781704,0.42387694120407104,-0.9942747354507446,0.19422774016857147,0.0,0.0,0.0,0.0
2357,0.0,,1755709101.451839,False,12.010753392577172,-0.2470298856496811,-0.6328128576278687,0.39421546459198,0.0,0.0,0.0,0.0
2358,0.0,,1755709101.463516,False,14.380795372724533,-0.4074920117855072,0.067029669880867,0.5268088579177856,0.0,0.0,0.0,0.0
2359,0.0,,1755709101.473296,False,15.04939203053713,-0.33463844656944275,0.6182388067245483,0.46837589144706726,0.0,0.0,0.0,0.0
2360,0.0,,1755709101.492389,False,15.308462275564672,-0.23089683055877686,1.1187515258789062,0.33978867530822754,0.0,0.0,0.0,0.0
2361,0.0,,1755709101.5060046,False,14.33381299495697,-0.28958410024642944,1.2582262754440308,0.2543982267379761,0.0,0.0,0.0,0.0
2362,0.0,,1755709101.5128002,False,12.753684241175652,-0.2349340319633484,1.50895094871521,0.2551259696483612,0.0,0.0,0.0,0.0
2363,0.0,,1755709101.5227063,False,11.690735864639283,-0.09854403883218765,1.281044363975525,0.27572599053382874,0.0,0.0,0.0,0.0
2364,0.0,,1755709101.5329492,False,10.09722634255886,-0.05208836495876312,0.7242341041564941,0.3159005045890808,0.0,0.0,0.0,0.0
2365,0.0,,1755709101.5529792,False,5.677518929243088,0.05286164581775665,-0.4677906632423401,0.29343464970588684,0.0,0.0,0.0,0.0
2366,0.0,,1755709101.563354,False,5.506865601539612,0.0911390632390976,-0.5342592597007751,0.32468679547309875,0.0,0.0,0.0,0.0
2367,0.0,,1755709101.5733445,False,4.622413423061371,-0.1839745193719864,-0.516511857509613,0.2940031886100769,0.0,0.0,0.0,0.0
2368,0.0,,1755709101.5820718,False,4.301034078598023,-0.38199543952941895,-0.48898637294769287,0.33381861448287964,0.0,0.0,0.0,0.0
2369,0.0,,1755709101.5933285,False,4.319921754598618,-0.7661375999450684,-0.20469921827316284,0.31212955713272095,0.0,0.0,0.0,0.0
2370,0.0,,1755709101.6048267,False,5.158165726661682,-0.7345573902130127,0.09556617587804794,0.26181063055992126,0.0,0.0,0.0,0.0
2371,0.0,,1755709101.6137006,False,6.4930698573589325,-0.5335466265678406,0.23365932703018188,0.25165697932243347,0.0,0.0,0.0,0.0
2372,0.0,,1755709101.6222553,False,8.212199206352235,-0.31694695353507996,0.605360746383667,0.24293240904808044,0.0,0.0,0.0,0.0
2373,0.0,,1755709101.6326025,False,7.698455822467804,-0.29862555861473083,0.7759787440299988,0.1753726601600647,0.0,0.0,0.0,0.0
2374,0.0,,1755709101.6414387,False,9.704612123966218,-0.052489135414361954,1.0755269527435303,0.2463735193014145,0.0,0.0,0.0,0.0
2375,0.0,,1755709101.6521478,False,9.645852284431458,0.07215861976146698,1.2535223960876465,0.244984433054924,0.0,0.0,0.0,0.0
2376,0.0,,1755709101.661909,False,9.130843563079834,-0.0027077943086624146,1.3002588748931885,0.289035826921463,0.0,0.0,0.0,0.0
2377,0.0,,1755709101.6723034,False,8.631236407756806,0.01849801279604435,1.2522194385528564,0.36199817061424255,0.0,0.0,0.0,0.0
2345,0.0,,1755709101.2893615,False,5.788688532114029,-0.30812495946884155,-0.3410612642765045,-0.06971034407615662,0.0,0.0,0.0,0.0
2346,0.0,,1755709101.31242,False,8.720825107097626,-1.043877124786377,-1.2331758737564087,-0.3043254017829895,0.0,0.0,0.0,0.0
2347,0.0,,1755709101.3295953,False,0.5548142266273499,3.262207508087158,1.9225480556488037,-2.037360429763794,0.0,0.0,0.0,0.0
2348,0.0,,1755709101.3434312,False,10.345333642959595,-0.34242135286331177,0.7227560877799988,-0.06041582301259041,0.0,0.0,0.0,0.0
2349,0.0,,1755709101.3553455,False,11.446394171118737,0.20585627853870392,-0.7020887732505798,-0.2650972604751587,0.0,0.0,0.0,0.0
2350,0.0,,1755709101.3658206,False,10.109175127744676,-0.8403427600860596,2.977437973022461,-0.029789522290229797,0.0,0.0,0.0,0.0
2351,0.0,,1755709101.378259,False,12.031387047171593,0.520800769329071,-0.08480202406644821,-0.28457769751548767,0.0,0.0,0.0,0.0
2352,0.0,,1755709101.396429,False,13.640468289256097,0.6723418831825256,-0.010026135481894016,-0.5516710877418518,0.0,0.0,0.0,0.0
2353,0.0,,1755709101.4064734,False,11.160986312627793,0.81889408826828,-0.473588764667511,0.08227909356355667,0.0,0.0,0.0,0.0
2354,0.0,,1755709101.4229488,False,10.885576023459436,0.63251131772995,-1.032148003578186,0.17672482132911682,0.0,0.0,0.0,0.0
2355,0.0,,1755709101.4367511,False,11.08145774781704,0.42387694120407104,-0.9942747354507446,0.19422774016857147,0.0,0.0,0.0,0.0
2357,0.0,,1755709101.451839,False,12.010753392577172,-0.2470298856496811,-0.6328128576278687,0.39421546459198,0.0,0.0,0.0,0.0
2358,0.0,,1755709101.463516,False,14.380795372724533,-0.4074920117855072,0.067029669880867,0.5268088579177856,0.0,0.0,0.0,0.0
