header_seq,header_stamp,header_frame_id,t,is_single_rotor_thrust,collective_thrust,bodyrates_x,bodyrates_y,bodyrates_z,thrusts_0,thrusts_1,thrusts_2,thrusts_3
2828,1756792692.380045,,1756792692.380045,False,9.421679223610818,0.011061864859129219,0.00519821618888482,-0.003739848055142816,nan,nan,nan,nan
2829,1756792692.390021,,1756792692.390021,False,9.419636452832732,0.01804339196924546,0.000727693405919843,-0.003821167646766175,nan,nan,nan,nan
2830,1756792692.4000318,,1756792692.4000318,False,9.417662148054958,0.01720446448504593,-0.0008412315326577392,-0.004233527307527967,nan,nan,nan,nan
2831,1756792692.4100199,,1756792692.4100199,False,9.415732090481228,0.019815312726043945,-0.002639226991003191,-0.004530128861099018,nan,nan,nan,nan
2832,1756792692.4200242,,1756792692.4200242,False,9.41267244814603,0.02216040130759826,-0.002079934087118941,-0.004199531378204133,nan,nan,nan,nan
2833,1756792692.4299817,,1756792692.4299817,False,9.41359984527113,0.021396987274939726,-0.00015034789225628795,-0.004409037192945275,nan,nan,nan,nan
2834,1756792692.4400125,,1756792692.4400125,False,9.409555201745452,0.025875604940455155,-0.0001156568758172319,-0.0045383459964265065,nan,nan,nan,nan
2835,1756792692.4500086,,1756792692.4500086,False,9.410327208584874,0.024540174067284985,0.0005318916863689228,-0.0044337751157606,nan,nan,nan,nan
2836,1756792692.4600189,,1756792692.4600189,False,9.408957049251917,0.023876452728429122,0.002224502031696594,-0.00404865175812435,nan,nan,nan,nan
2837,1756792692.4700115,,1756792692.4700115,False,9.409109211349158,0.024192673943374238,0.003532799691779812,-0.004231360542220014,nan,nan,nan,nan
2838,1756792692.4800034,,1756792692.4800034,False,9.410138649614382,0.019503848837672647,0.006454148629123935,-0.0041035417447619045,nan,nan,nan,nan
2839,1756792692.4900217,,1756792692.4900217,False,9.406927124252428,0.027612297871307367,0.006509323844653269,-0.0043763412888208385,nan,nan,nan,nan
2840,1756792692.5000317,,1756792692.5000317,False,9.40910495240519,0.023707978295595632,0.00999361529212129,-0.004411673017048795,nan,nan,nan,nan
2841,1756792692.5100684,,1756792692.5100684,False,9.406513719921467,0.027483581833186783,0.010142417329805965,-0.0046637373935861865,nan,nan,nan,nan
2842,1756792692.5200157,,1756792692.5200157,False,9.401794096062805,0.025547807597524338,0.013098139517164242,-0.004256354788496441,nan,nan,nan,nan
2843,1756792692.5300262,,1756792692.5300262,False,9.399545820580403,0.02134627262662169,0.01687145492773772,-0.00440689939144828,nan,nan,nan,nan
2844,1756792692.5399992,,1756792692.5399992,False,9.39853523065047,0.015624208274421195,0.015640467755052494,-0.004317200010522583,nan,nan,nan,nan
2845,1756792692.5500698,,1756792692.5500698,False,9.402574059487305,0.02048595451601361,0.018442417288306385,-0.004988271423519271,nan,nan,nan,nan
2846,1756792692.5600126,,1756792692.5600126,False,9.404804425699945,0.02004003580016821,0.017312445145034102,-0.0051900955285581205,nan,nan,nan,nan
2847,1756792692.570017,,1756792692.570017,False,9.40384933832503,0.012080937395588645,0.021668324974825005,-0.004722562336014481,nan,nan,nan,nan
2848,1756792692.5800207,,1756792692.5800207,False,9.394296795337391,0.006552151493328773,0.01890830788623826,-0.004759103962129216,nan,nan,nan,nan
2849,1756792692.5900114,,1756792692.5900114,False,9.391841248896256,0.005060497712525411,0.020384529808018137,-0.004472921563900021,nan,nan,nan,nan
2850,1756792692.6000135,,1756792692.6000135,False,9.390412531219143,0.0073126732123064845,0.022538576859982177,-0.0045062233412314955,nan,nan,nan,nan
2851,1756792692.610048,,1756792692.610048,False,9.387768454037529,0.015193483701676778,0.017920331616689524,-0.004710002947837065,nan,nan,nan,nan
2852,1756792692.6200302,,1756792692.6200302,False,9.398046564579804,0.013173740410422309,0.019223240790656532,-0.004692344159348953,nan,nan,nan,nan
2853,1756792692.630024,,1756792692.630024,False,9.400303137852438,0.01604576848308014,0.016821288404104007,-0.004531747108700189,nan,nan,nan,nan
2854,1756792692.6400154,,1756792692.6400154,False,9.40455508724134,0.013400391589367056,0.01649125289610595,-0.004307418675076942,nan,nan,nan,nan
2855,1756792692.650029,,1756792692.650029,False,9.404045144266046,0.01942588295499158,0.01593561726409029,-0.004375486587728918,nan,nan,nan,nan
2856,1756792692.6600962,,1756792692.6600962,False,9.403979852631853,0.01776076001450362,0.01713229326656613,-0.004433466560336688,nan,nan,nan,nan
2857,1756792692.6700263,,1756792692.6700263,False,9.40207520510598,0.01501792704545567,0.019734723317923596,-0.0040560741472080285,nan,nan,nan,nan
2858,1756792692.6800354,,1756792692.6800354,False,9.399314552446095,0.021445748883298955,0.016986064584980816,-0.0038300955213545896,nan,nan,nan,nan
2859,1756792692.6900382,,1756792692.6900382,False,9.403429998517744,0.016031154006544902,0.019830597951319605,-0.003588781003032072,nan,nan,nan,nan
2860,1756792692.7000425,,1756792692.7000425,False,9.40579562534098,0.014332757598139267,0.021293068819641037,-0.0033345271451208436,nan,nan,nan,nan
2861,1756792692.7100205,,1756792692.7100205,False,9.404319446962267,0.022499003778712293,0.0208788727126637,-0.003677892601749871,nan,nan,nan,nan
2862,1756792692.7200215,,1756792692.7200215,False,9.404673679358444,0.02640381403596028,0.019542521753092953,-0.004001284931531955,nan,nan,nan,nan
2863,1756792692.7300417,,1756792692.7300417,False,9.404313496268502,0.025082398085928867,0.021266906759988345,-0.003917166981837353,nan,nan,nan,nan
2864,1756792692.7400298,,1756792692.7400298,False,9.398882533157133,0.02829486952589969,0.022203982496397105,-0.0043555083146531405,nan,nan,nan,nan
2865,1756792692.7500732,,1756792692.7500732,False,9.397187202462183,0.0312193285650373,0.02149801213591442,-0.0040421780232275245,nan,nan,nan,nan
2866,1756792692.7600262,,1756792692.7600262,False,9.400889489658379,0.024195005486060774,0.02248513445831306,-0.003853317414661258,nan,nan,nan,nan
2867,1756792692.7699971,,1756792692.7699971,False,9.403677595017562,0.024830279645315666,0.022084001443935734,-0.004191712956516667,nan,nan,nan,nan
2868,1756792692.7800498,,1756792692.7800498,False,9.404074228569373,0.02981788700020794,0.01824636979080331,-0.004407426825911344,nan,nan,nan,nan
2869,1756792692.7900825,,1756792692.7900825,False,9.411724667588617,0.016183366495696024,0.020741302015537838,-0.0040846834658599535,nan,nan,nan,nan
2870,1756792692.800042,,1756792692.800042,False,9.415230553015808,0.014217907104579302,0.016773577930907217,-0.004435014105161642,nan,nan,nan,nan
2871,1756792692.8100457,,1756792692.8100457,False,9.413042103210227,0.01476862351019003,0.013505872374877114,-0.004552055115223893,nan,nan,nan,nan
2872,1756792692.8200145,,1756792692.8200145,False,9.413027601903375,0.004679861409437746,0.016014944692135744,-0.0039885477954296825,nan,nan,nan,nan
2873,1756792692.8300874,,1756792692.8300874,False,9.40915920502297,0.010153414496933374,0.012587129779622423,-0.004332899522440211,nan,nan,nan,nan
2874,1756792692.8421743,,1756792692.8421743,False,9.40732785690771,0.0054795526466045906,0.012744434684665469,-0.004378370848282809,nan,nan,nan,nan
2875,1756792692.8501582,,1756792692.8501582,False,9.401866401274097,0.0074351452143287325,0.009059838465967515,-0.004166887168404435,nan,nan,nan,nan
