header_seq,header_stamp,header_frame_id,t,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z,acceleration_linear_x,acceleration_linear_y,acceleration_linear_z,acceleration_angular_x,acceleration_angular_y,acceleration_angular_z,acc_bias_x,acc_bias_y,acc_bias_z,gyr_bias_x,gyr_bias_y,gyr_bias_z,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z,motors_len,motors
16373,163.74,world,163.73999999983678,-0.05402038609225415,0.09350771372553479,1.2795719487086463,-0.02580400686188494,-0.0012778150018954708,-0.11830568855113224,-0.9926410652774422,0.019624736638890607,-0.002056378670805594,0.0028036017846851634,0.8946809820170856,0.05962478001825639,0.5403357676300601,0.07594803247794671,-0.4504598556110508,-0.89524965826193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1251.1247851100647,813.4585758266121,1664.5690537589235,623.2926785380014"
16374,163.752,world,163.75199999983673,-0.05377843255473417,0.09344843813975567,1.279550038898335,-0.027365405551736787,-0.003150995252989164,-0.1217098637560195,-0.9921834078800129,0.02078199068234432,-0.007887677390234183,-0.006142840171641039,-0.3385897330528719,0.5227730089473711,0.5882276526980016,0.11572263197620267,-0.4896118566212904,-0.7104143231945123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1328.1677612051776,687.2528543605407,1718.5288518336565,542.3390044667103"
16375,163.761,world,163.76099999983668,-0.05358615489657596,0.09335854514850196,1.2794649482310336,-0.023242806015044363,-0.0056669144522522785,-0.1245090147351266,-0.9919300193556126,0.022002941418369348,-0.011969221692274755,-0.01273874710109296,-1.3505466475654306,0.841230420571419,0.6219534128174941,0.1526827989913812,-0.4131911733339256,-0.7235821721290423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1359.6991408837716,666.3591517911357,1712.7608753782697,498.2766027865235"
16376,163.77,world,163.76999999983664,-0.05338136505316116,0.09323641905583889,1.2793185562667777,-0.01439701068115845,-0.00897930779149414,-0.12749358137628156,-0.9916942496671449,0.02355675184772341,-0.014905326797036263,-0.02025160116829364,-2.36096485228801,1.138649423483158,0.648129679917786,0.18678481870380154,-0.2422671363327012,-1.0130061977731315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1340.66143654784,710.5099002744753,1661.1792484840978,466.2225538256433"
16377,163.782,world,163.7819999998366,-0.0530843039813139,0.0930484540270696,1.2789806899781884,0.004169804898651113,-0.014620708325842217,-0.13166975092677027,-0.9911770398400279,0.02601965875000141,-0.015766839609796707,-0.03770473379543005,-3.490889712768219,1.5367978267329738,0.6680941418953985,0.22021372479959223,0.08172167090435972,-1.8314677410332796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1226.2751033438162,839.0908173817735,1518.2772782755594,521.4392764930517"
16378,163.791,world,163.79099999983654,-0.05284100697823817,0.0929138509277414,1.2785519260168017,0.022061494856956673,-0.019836975974424784,-0.13485314324640335,-0.990421331850961,0.028063802032046125,-0.01377456858406689,-0.059013961592756896,-4.059509220844022,1.7975285279089972,0.6700884220321,0.23251704058521033,0.3299528602727728,-2.7771412471217087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1096.308174216154,925.3046689132982,1320.0095382627676,642.5273199702444"
16379,163.8,world,163.7999999998365,-0.0525788689619929,0.09280674295686234,1.2778939098460946,0.04191623997307115,-0.02582072108598159,-0.137980599090151,-0.9892106314955591,0.030210035278264883,-0.009697669845493424,-0.08833914563758957,-4.304354053380825,1.997825464909192,0.6622099754211979,0.24587816039033095,0.5508978945465824,-3.555415783247334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"920.0135467638248,1036.1309796946098,1090.317482051854,811.2527857008974"
16380,163.812,world,163.81199999983644,-0.05219738341364099,0.09273878180314843,1.2765697578953958,0.06889644088573618,-0.03487475223339976,-0.14193591526298463,-0.9868592746934065,0.033501955090499295,-0.0009067699448228046,-0.13222814872281546,-4.159760869177717,2.1735206947940227,0.6473081463790465,0.30728630378993455,0.9036897224815954,-3.5864562626524155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"748.6027149836707,1158.057510668515,866.9884618918219,1070.0471281408504"
16381,163.821,world,163.8209999998364,-0.05188226915603406,0.09277224490206173,1.2752398108130067,0.08784071169339812,-0.04230309092604801,-0.14470366597756162,-0.984659995592364,0.03666041384176336,0.008892571909549181,-0.16242974457979686,-3.749341404380474,2.2104441709713343,0.6427768178736739,0.3942544227426639,1.2583525804960078,-3.063721167225447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"668.2295022842472,1223.494205107266,745.4323607509639,1290.1206714658738"
16382,163.83,world,163.82999999983636,-0.05153463120077946,0.09290950180154374,1.2736643529825904,0.10439522100663512,-0.049959215228160124,-0.14733190195339896,-0.982292739111695,0.04076018078424841,0.02219380647889346,-0.1867562434774949,-3.1146096273622885,2.1259229373649924,0.6511771849385856,0.5054409692485037,1.6487732391234842,-2.444476993218619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"643.2514950784025,1255.9887496512058,652.8916537651802,1468.168283131179"
16383,163.842,world,163.8419999998363,-0.051004499298372814,0.09330880557651273,1.2712706017274982,0.12120148300910298,-0.059791849727749195,-0.1507477184262755,-0.9792906925993939,0.047932499592774604,0.04533256836937058,-0.2107252305347176,-2.0327575877747597,1.8092135428974507,0.6837605878380653,0.6731759084248473,2.138405325709421,-1.6985316038032328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"681.605421481211,1252.9592313712944,562.9145524366329,1651.7840711724598"
16384,163.851,world,163.85099999983626,-0.05054349395080846,0.09380935980245045,1.2693166076298679,0.12906289577691243,-0.06624771382056402,-0.15337077474552516,-0.9774617203763961,0.05473377057698246,0.06642917348960409,-0.22248315166845306,-1.1133413757437944,1.4086464748993746,0.7223928845156491,0.8190227579547571,2.490148988458965,-1.0314541650659759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"777.9208368820366,1239.4749416847437,513.9407754433126,1768.644686729334"
16385,163.86,world,163.85999999983622,-0.05001581166404074,0.09451167682219302,1.2672789249987446,0.1324389701733792,-0.07131315705639428,-0.15616132156037338,-0.9762110399184097,0.06269862211383002,0.08992649913931428,-0.22979602516688447,-0.16233713103926814,0.8785667210188753,0.7682447072274686,0.9329472103293476,2.6858655369114968,-0.6678672998186308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"874.3683424308211,1206.022097273127,476.6570200070121,1823.6803469509084"
