header_seq,header_stamp,header_frame_id,t,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z,acceleration_linear_x,acceleration_linear_y,acceleration_linear_z,acceleration_angular_x,acceleration_angular_y,acceleration_angular_z,acc_bias_x,acc_bias_y,acc_bias_z,gyr_bias_x,gyr_bias_y,gyr_bias_z,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z,motors_len,motors
1747,17.481,world,17.48100000000055,2.720142474086191,-3.775561287079882,2.96522556054226,-9.213903738590786e-08,-6.613232083765457e-08,-1.8214700763756277e-05,0.999999999834106,5.656089362142265e-07,-7.858297578636973e-07,1.4171901140975098e-07,4.1108386206487624e-07,2.951034681604579e-07,6.624440011643945e-07,-1.2984814540454342e-06,1.809182146080346e-06,-3.4442227914154923e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.097062200379,1215.0970504395927,1215.0970566577903,1215.097054919261"
1748,17.49,world,17.49000000000055,2.7201424791244917,-3.775561294079647,2.965225561803906,-9.030768202475707e-08,-6.481770436881486e-08,-1.821172002567377e-05,0.9999999998341605,5.540520505087716e-07,-7.697274548964019e-07,1.386579957027703e-07,4.028634987026711e-07,2.8920112028188564e-07,6.623281797173446e-07,-1.2726693233888723e-06,1.7732226048069188e-06,-3.3688915509107685e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.0970625824718,1215.0970510069092,1215.097057101474,1215.097055390575"
1749,17.502,world,17.50200000000055,2.7201424856823975,-3.775561303189977,2.9652255634437954,-8.792232549071717e-08,-6.310541001633131e-08,-1.8207746336716194e-05,0.9999999998342332,5.389994368168005e-07,-7.487544616264937e-07,1.3467636248349225e-07,3.9228405985625314e-07,2.8160595532970046e-07,6.622341429986901e-07,-1.2390493352362327e-06,1.7263855880470306e-06,-3.274230066333791e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.0970628430664,1215.0970516853051,1215.0970577734527,1215.097056123617"
1750,17.511,world,17.51100000000055,2.7201424904836005,-3.7755613098593916,2.96522556464274,-8.617462712559254e-08,-6.185085295258035e-08,-1.820476646247099e-05,0.9999999998342877,5.279715235810773e-07,-7.333890861392055e-07,1.3176656621881302e-07,3.844795870271923e-07,2.760024934907076e-07,6.621532378939487e-07,-1.2144165991822929e-06,1.6920688925689568e-06,-3.2023467759027357e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.0970632328913,1215.0970522322352,1215.097058182788,1215.0970565565217"
1751,17.52,world,17.52000000000055,2.7201424951865425,-3.7755613163918973,2.965225565815785,-8.446178886789363e-08,-6.062132468673815e-08,-1.8201786967963385e-05,0.9999999998343422,5.171628430178829e-07,-7.183291317217281e-07,1.289205151694623e-07,3.767929123034366e-07,2.7048322485754904e-07,6.62065967446484e-07,-1.190275156432021e-06,1.6584364997282836e-06,-3.1323058576523573e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.0970635922895,1215.0970527662644,1215.0970585897414,1215.0970569896153"
1752,17.532,world,17.53200000000055,2.720142501307651,-3.7755613248936304,2.96522556734051,-8.223080294940724e-08,-5.9019858902315846e-08,-1.819781474436159e-05,0.9999999998344148,5.030847576383268e-07,-6.987137897649139e-07,1.2521849836909205e-07,3.668962037146618e-07,2.6337842693319004e-07,6.620074257296266e-07,-1.1588312218931313e-06,1.6146305761528028e-06,-3.044292148738838e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.0970638332244,1215.0970533944753,1215.0970592166823,1215.0970576729273"
1753,17.541,world,17.54100000000055,2.720142505788846,-3.77556133111717,2.965225568455257,-8.059621189300018e-08,-5.784650546742223e-08,-1.819483583402757e-05,0.9999999998344692,4.927708116263375e-07,-6.843430717250426e-07,1.2251304705988805e-07,3.595971991399306e-07,2.58137879198052e-07,6.61951289361997e-07,-1.1357928877262142e-06,1.5825347856366892e-06,-2.9774570424004883e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.0970642003617,1215.0970539106038,1215.0970595908384,1215.0970580695669"
1754,17.55,world,17.55000000000055,2.720142510178141,-3.775561337212663,2.9652255695459218,-7.899422010351256e-08,-5.669655788682509e-08,-1.8191857195466473e-05,0.9999999998345236,4.826619082358507e-07,-6.702580088905528e-07,1.1986686432206814e-07,3.524096482160117e-07,2.5297687823559966e-07,6.618872405722715e-07,-1.1132139939579553e-06,1.551078923982294e-06,-2.912334894726104e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.0970645386612,1215.0970544136317,1215.0970599636717,1215.0970584671443"
1755,17.562,world,17.562000000000552,2.720142515890732,-3.775561345145195,2.965225570963571,-7.690761381313686e-08,-5.519874714087527e-08,-1.8187885957118622e-05,0.999999999834596,4.6949527434040504e-07,-6.519124562020532e-07,1.1642482729244636e-07,3.431514557937502e-07,2.46330694112028e-07,6.618572950602014e-07,-1.0838052649886384e-06,1.5101079187331573e-06,-2.8305021023319304e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.097064761325,1215.0970549950298,1215.0970605488242,1215.097059104276"
1756,17.571,world,17.571000000000552,2.720142520072636,-3.775561350951723,2.965225572000033,-7.537880977818919e-08,-5.4101341363890716e-08,-1.818490767740853e-05,0.9999999998346504,4.598490836791216e-07,-6.384720252487495e-07,1.1390937042386712e-07,3.363251850718484e-07,2.414295631827662e-07,6.61820903632952e-07,-1.0622581337486425e-06,1.480089296462368e-06,-2.7683605689313554e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"1215.0970651073314,1215.09705548244,1215.0970608903333,1215.0970594672528"
