header_stamp,t,header_seq,header_frame,pose_pos_x,pose_pos_y,pose_pos_z,pose_quat_x,pose_quat_y,pose_quat_z,pose_quat_w,vel_lin_x,vel_lin_y,vel_lin_z,vel_ang_x,vel_ang_y,vel_ang_z,acc_lin_x,acc_lin_y,acc_lin_z,acc_ang_x,acc_ang_y,acc_ang_z,acc_bias_x,acc_bias_y,acc_bias_z,gyr_bias_x,gyr_bias_y,gyr_bias_z,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z,motors_len,motors
1755384558.2308106,1755384558.2308106,1528,world,-0.04058855579265943,0.27670126632928943,0.105211905288268,-0.0026980799018772967,0.018575410705024657,0.06035110298368041,0.9980007108467589,-0.0001742018170906233,0.00017530736088790008,-0.00028641933124323905,-0.00455799396843873,0.008399810791376857,0.0016113602992514737,-0.0014246935846146118,0.0015006381911125413,-0.002517869599248036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.2407715,1755384558.2407715,1529,world,-0.04058977342127115,0.2767008063332112,0.10520821939934813,-0.0026838096604818716,0.01857369632280948,0.06032434192973563,0.9980023991661338,-0.0001547083612728139,7.924643550797951e-05,-0.000389736100222491,0.001137100957981601,0.0011340628981419164,-0.0029256220235508537,-0.0011425006015152344,0.0005961941784393984,-0.0032236830008179583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.2508042,1755384558.2508042,1530,world,-0.0405886651949874,0.2767087436610063,0.1052118918461841,-0.002653495421321376,0.01858478417287678,0.060316320722912375,0.9980027586203095,-5.149397786098794e-05,0.0003620738879335696,-7.847440622746744e-05,0.0020688515698001567,0.005652276077816882,-0.0024543779538743183,-0.00023625403576666348,0.0027434308898916793,-0.000477525586785231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.2607822,1755384558.2607822,1531,world,-0.0405921849893673,0.27670911097668516,0.10521330003373004,-0.002639715384498396,0.01850419659385663,0.060341059901639245,0.9980027971408957,-0.000194646466119992,0.0002669027751628507,-1.7677807672299904e-05,0.0034719498856548756,-0.006396731790331368,0.0021816989285188206,-0.0013756105474994208,0.001809496083911305,-9.553699755133647e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.2714972,1755384558.2714972,1532,world,-0.040589487494742275,0.2767070568286279,0.10522060177810698,-0.002667305330478313,0.018552332469388026,0.060328404338861,0.9980025952231518,-2.1091910084518924e-05,0.00011096359087426513,0.000307923340386517,-0.0020728426998451134,0.0038502930547216806,-0.0006282488636489731,8.307440922070315e-05,0.00048751247494671006,0.0025812707675586296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.2808025,1755384558.2808025,1533,world,-0.04058773641408928,0.2767090110106676,0.10522198952286294,-0.002631158401292984,0.018511944522481737,0.06034279014366141,0.9980025714361372,4.3878822166767104e-05,0.00012823402895324257,0.00024681816486907986,0.0026109132235588124,-0.003575844016151474,0.001953589241784444,0.0005587424756452632,0.0005433180941339937,0.0018756763836768173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.290784,1755384558.290784,1534,world,-0.04059099710311222,0.2766982053264469,0.10522376067286889,-0.002680147029392181,0.018555480109424042,0.0603223173043055,0.9980028702387826,-6.664049919926469e-05,-0.0003379549007355954,0.00020061368628875075,-0.001376641732719223,0.0005834267249042001,-0.0019902895497035363,-0.0002868711383548385,-0.0031161485383854777,0.0013046481339830775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.300792,1755384558.300792,1535,world,-0.040586678856376485,0.2767029102972898,0.10522884173168258,-0.0026884454224034506,0.01855856849075473,0.060328655086697616,0.9980024073980057,0.00010692067191790242,-5.455765099122205e-05,0.0003765432217936264,-0.003676893781185473,0.0044672232114762,8.558252897257553e-05,0.0010470197941987818,-0.0006882109370066648,0.0026560133214426165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.3107882,1755384558.3107882,1536,world,-0.04058991642178628,0.27669993394395986,0.10521813778126368,-0.002621186143680818,0.018488426519409535,0.060340910480722786,0.998003147284814,-2.8751635703146322e-05,-0.0001416283968323466,-0.00017118115621865673,0.006116382643381224,-0.008379555076131013,0.0015405623078569347,-4.165357772222889e-05,-0.00128478503298735,-0.0018098425745503354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
1755384558.320793,1755384558.320793,1537,world,-0.04058668357767439,0.27670109384928215,0.10522087054205351,-0.0027213076708236758,0.01859871550663459,0.06036206517620609,0.9979995507783196,0.00010133875716183122,-6.547127047759134e-05,-2.4543334230858334e-05,-0.007930307117028017,0.008218556176322393,0.0034801153902629927,0.000957828649710113,-0.0006208391546888157,-0.000554406606502873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"0,0,0,0"
