t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
8.22,-0.9772681235681936,-0.2120071099220542,1.0,0.945938725072623,-0.08227144339308401,0.15204044705218225,-0.2744358585720383,-0.39962398742395755,1.8421070145535914,0.0,0.4570680794865376,0.4506833780712425,1.4655384360240387e-07,3.472289918428673,0.753273469853619,0.0,0.798732942236452,-0.8100483614215392,-2.0747292772682613e-12,1.8266827144117883,1.7121245670481438,1.8250824723519115,1.9396406197145986,1.419887039421733,-6.545112299321652,0.0,-12.337246029881461,-2.6764240151848067,0.0
8.24,-0.9845643345292053,-0.17502305897527617,1.0,0.9456289406957501,-0.07665716958019664,0.15494697896300472,-0.2755013948799982,-0.3299106937713244,1.855860048206085,0.0,0.4727525000008512,0.43420249918477893,1.4655387035877876e-07,3.4982137761210215,0.6218670071356228,0.0,0.7695243636103022,-0.8378454002164304,-5.870304242705515e-13,1.8307136206093577,1.7122243779952273,1.8210515661539988,1.9395408087678583,1.1721916926762865,-6.5939776198490465,0.0,-12.429354989071964,-2.2095292861864837,0.0
8.26,-0.9904614256966511,-0.13779029068463877,1.0,0.9453179560643546,-0.07094037459936085,0.15764628504824085,-0.2765665815034455,-0.259728578970518,1.866975803179603,0.0,0.48784301161567173,0.41717614094404576,1.4655385625894635e-07,3.5191664806193668,0.48957683737265745,0.0,0.7393490479080556,-0.8645898716790112,-8.770761894538737e-13,1.83473845769101,1.7124669753379618,1.8170267290724131,1.9392982114250568,0.9228305973945993,-6.63347253736395,0.0,-12.503801154703337,-1.739494695169652,0.0
8.28,-0.9949510169813001,-0.10036171485121616,1.0,0.9450057715731589,-0.06512870408244074,0.16013475526053275,-0.2776314170903752,-0.18917737564695258,1.8754384833780875,0.0,0.5023206564428614,0.3996256932005617,1.4655384839024066e-07,3.5351182569841098,0.3565909521347177,0.0,0.7082449037491889,-0.890248177289582,5.592748486549226e-13,1.838752169337622,1.712852054306646,1.8130130174254702,1.938913132456704,0.6721581093378112,-6.66354092742746,0.0,-12.560478734700617,-1.2669881870078834,0.0
8.3,-0.9980267284282717,-0.06279051952931168,1.0,0.9446923876184077,-0.05922993054768019,0.1624090615240598,-0.278695900289228,-0.11835734092102321,1.8812360628699083,0.0,0.516167246525459,0.38157320420807644,1.4655387374495898e-07,3.546046436868174,0.22309833164154547,0.0,0.6762510065848826,-0.9147880830818578,3.2585045772748344e-12,1.842749713211565,1.713379131135148,1.8090154735509043,1.9383860556288248,0.42053044782793114,-6.68414006121199,0.0,-12.59930718712129,-0.7926812193042325,0.0
8.32,-0.9996841892832999,-0.025130095443338118,1.0,0.9443778045978688,-0.05325194300475258,0.16446616218550078,-0.27976002974889147,-0.04736911393728082,1.88436030297737,0.0,0.5293653866870832,0.3630413529240583,1.4655384535100513e-07,3.5519354907299654,0.08928867621145158,0.0,0.6434075496997926,-0.9381787600697022,-7.965850201685498e-13,1.8467260672804175,1.7140475436665956,1.805039119482987,1.9377176430964418,0.1683051895407924,-6.695240666221269,0.0,-12.620231334609823,-0.3172478082134347,0.0
8.34,-0.9999210442038161,0.012566039883351397,1.0,0.9440620229108317,-0.04720273640400833,0.1663033060819374,-0.28082380411870267,0.023686427149351853,1.884806763984326,0.0,0.541898496385291,0.3440534205186383,1.4655384610040567e-07,3.5527770499017057,-0.04464786331331617,0.0,0.6097557935990539,-0.9603908230631342,-1.974809205051997e-12,1.8506762361376505,1.7148564521904375,1.8010889506260261,1.936908734572328,-0.08415923963015719,-6.69682696788817,0.0,-12.62322144280769,0.15863642937228287,0.0
8.36,-0.9987369566060176,0.05024431817976778,1.0,0.9437450429581071,-0.041090400944045785,0.16791803622025364,-0.281887222048449,0.09470830852691192,1.8825748114452556,0.0,0.5537508305413141,0.3246332611271039,1.465538559675128e-07,3.548569918481763,-0.17852095578123722,0.0,0.5753380142854314,-0.9813963675156412,4.496403249731884e-13,1.8545952572685394,1.7158048404912576,1.7971699294945784,1.9359603462720671,-0.3365040739164979,-6.688896711991223,0.0,-12.60827326260753,0.6342952359114639,0.0
8.38,-0.9961336091431724,0.08785119655074437,1.0,0.9434268651420272,-0.034923111251891154,0.16930819306311462,-0.28295028218837043,0.1655956042157349,1.877667617086846,0.0,0.5649074993201049,0.30480527188210255,1.4655385842388124e-07,3.5393200750340927,-0.3121403602025495,0.0,0.5401974500540807,-1.0011690046194732,-4.479749904362507e-12,1.8584782072942763,1.7168915171290133,1.7932869794699788,1.9348736696331739,-0.5883707175007208,-6.671461167857989,0.0,-12.575408036191343,1.109052674212572,0.0
8.4,-0.9921147013144778,0.12533323356430487,1.0,0.9431074898664439,-0.028709115450268875,0.17047191741712764,-0.284012983189161,0.23624757948976433,1.8700921543007971,0.0,0.5753544868362157,0.2845943622643485,1.465538576744807e-07,3.5250406640923764,-0.4453161960920486,0.0,0.5043782472833214,-1.019683894410589,-3.0281332996651145e-12,1.862320208141825,1.7181151169355324,1.7894449786220938,1.93365006982699,-0.8394012541003989,-6.6445451123507375,0.0,-12.524672466844226,1.5822340879775234,0.0
8.42,-0.986685944207868,0.16263716519488366,1.0,0.9427869175367294,-0.02245672412657287,0.17140765291932522,-0.28507532370197075,0.3065638340261497,1.8598591882342481,0.0,0.585078668761748,0.2640259228092443,1.4655385452422287e-07,3.505751977480914,-0.5778592132997235,0.0,0.4679254048621462,-1.0369177770393312,5.467848396278896e-13,1.8661164331895825,1.719474102727981,1.7856487535735122,1.9322910840353664,-1.089238955586953,-6.608186794657158,0.0,-12.456138652586406,2.0531670605254746,0.0
8.44,-0.979855052384247,0.19970998051440653,1.0,0.9424651485597753,-0.01617429921830335,0.17211414811864148,-0.2861373023784069,0.37644444457957216,1.8469832604919154,0.0,0.5940678288139049,0.24312579320924838,1.4655387255146923e-07,3.481481425478835,-0.7095810609455243,0.0,0.4308847177181385,-1.0528490019449248,6.231126725708691e-13,1.8698621133215838,1.7209667672410196,1.7819030734414938,1.9307984195223453,-1.3375287889157463,-6.5624378819361775,0.0,-12.369903983718034,2.521182370333537,0.0
8.46,-0.9716317329146738,0.23649899702372537,1.0,0.9421421833439919,-0.009870242829825057,0.1725904581496009,-0.2871989178705363,0.445790106978654,1.8314826684716754,0.0,0.6023106741023593,0.2219202298522039,1.4655385159600964e-07,3.4522634978685875,-0.8402945550762885,0.0,0.3933027192751348,-1.0674575550642023,-5.731526364627371e-13,1.8735525429192486,1.7225912352727766,1.7782126438441048,1.929173951490312,-1.583917920647503,-6.507363385896094,0.0,-12.266091004422224,2.9856149420372495,0.0
8.48,-0.9620276715860858,0.2729519355173254,1.0,0.941818022299308,-0.003552985995408528,0.17283594599597993,-0.2882601688308867,0.5145022772426067,1.8133794393629648,0.0,0.6097968493160434,0.2004358728357855,1.4655385807693655e-07,3.418139714924081,-0.9698139446643552,0.0,0.3552266230152701,-1.080725083985548,-9.853229343548264e-14,1.8771830857730467,1.7243454660375523,1.7745821009901972,1.927419720725646,-1.828056218343886,-6.4430415704094015,0.0,-12.144847238623091,3.4458047915389747,0.0
8.5,-0.9510565162951538,0.309016994374947,1.0,0.9414926658371702,0.0027690225964228446,0.17285028334275115,-0.28932105391244844,0.5824833116176391,1.7926992988449337,0.0,0.6165169497325568,0.17869971250026986,1.4655387300943623e-07,3.3791585684080903,-1.0979551755699775,0.0,0.31670426309521327,-1.0926349210008706,-6.175615574477433e-13,1.8807491809123111,1.7262272557341434,1.7710160058510527,1.925537931028935,-2.0695967481249196,-6.369563840295515,0.0,-12.006344980346148,3.9010979638815435,0.0
8.52,-0.9387338576538744,0.3446429231745161,1.0,0.941166114370542,0.00908732790215308,0.17263345101517144,-0.2903815717686763,0.6496366053340628,1.769471634528851,0.0,0.6224625330327813,0.15673905552103579,1.4655385936757082e-07,3.335375452662817,-1.224536152092302,0.0,0.2777840343521243,-1.103172104031333,-9.936496070395151e-13,1.8842463483260454,1.7282342403094768,1.7675188384374048,1.9235309464535149,-2.3081962676809735,-6.287034611429542,0.0,-11.850781048879085,4.350847462553956,0.0
8.540000000000001,-0.9250772068344573,0.37977909552180295,1.0,0.9408383683139044,0.01539347983103525,0.17218573900442616,-0.2914417210534913,0.7158667298869634,1.743729454196698,0.0,0.6276261299070762,0.13458149060385882,1.4655386459949682e-07,3.2868525858914914,-1.3493769957373398,0.0,0.23851483143720875,-1.1123233954388578,-1.9290125052862095e-13,1.8876701945974608,1.7303638984318814,1.7640949921658045,1.9214012883312952,-2.5435157140388953,-6.1955711623615946,0.0,-11.678376509080776,4.794414168908874,0.0
8.56,-0.9101059706849959,0.4143755809932838,1.0,0.9405094280832542,0.02167904454622585,0.17150774607979552,-0.29250150042128203,0.7810795686453016,1.7155093388953144,0.0,0.6320012534385216,0.11225485382569624,1.465538554124013e-07,3.2336589217429217,-1.4723003008350983,0.0,0.198945987453214,-1.1200772986419139,2.6853519408120974e-12,1.891016418417871,1.732613554655169,1.7607487683447307,1.9191516321086715,-2.7752206853889523,-6.095303467657593,0.0,-11.489376357236091,5.231167750385017,0.0
8.58,-0.8938414241512642,0.4483832160900314,1.0,0.9401792940961039,0.027935615744188604,0.17060037898786126,-0.2935609085269068,0.8451824505968444,1.6848513909527099,0.0,0.6355824072526446,0.08978719366494442,1.4655386157413908e-07,3.1758700513245466,-1.5931313866428387,0.0,0.15912721183656275,-1.1264240725888428,1.4516166046973922e-12,1.8942808160033167,1.7349803827868007,1.7574843707595698,1.9167848039767557,-3.0029819162882774,-5.986374013198221,0.0,-11.284049172902627,5.660487556244551,0.0
8.6,-0.8763066800438644,0.48175367410171394,1.0,0.9398479667714813,0.03415482589726623,0.1694648512398258,-0.29461994402569497,0.9080842820387015,1.6517991769904794,0.0,0.6383650924220964,0.06720673576465463,1.4655383930028965e-07,3.113568095783374,-1.7116985455758877,0.0,0.1191085280931925,-1.1313557439598005,-1.6528445279107018e-12,1.8974592863583184,1.737461409429617,1.7543059004052846,1.9143037773332225,-3.2264757455649256,-5.8689375936987656,0.0,-11.0626867372446,6.081763499551452,0.0
8.620000000000001,-0.8575266561936515,0.5144395337815078,1.0,0.9395154465299289,0.040328357444400095,0.16810268148856386,-0.29567860557344916,0.9696956760264858,1.6163996660132376,0.0,0.640345813118882,0.04454184747328362,1.46553865307264e-07,3.0468415896073093,-1.8278332872135574,0.0,0.07894021082304192,-1.1348661172004302,-1.3600232051658168e-12,1.9005478364390385,1.7400535177247614,1.7512173503244963,1.9117116690381457,-3.4453845762581965,-5.743161092737302,0.0,-10.825603618395743,6.4943969241385995,0.0
8.64,-0.8375280400421412,0.5463943467342698,1.0,0.9391817337935034,0.04644795391501953,0.16651569149757953,-0.2967368918264462,1.0299290793980256,1.5787031626631094,0.0,0.6415220810057032,0.02182100220736466,1.4655387195472436e-07,2.975785354812838,-1.9413705777332015,0.0,0.03867272267136235,-1.1369507823012917,-2.328692794151266e-12,1.9035425861630662,1.742753451258322,1.748222600600692,1.9090117355043619,-3.6593973269411992,-5.609223245604064,0.0,-10.573136724440895,6.897801455330758,0.0
8.66,-0.8163392507171837,0.5775727034222679,1.0,0.9388468289857749,0.05250543097123505,0.16470600370458183,-0.29779480144143966,1.088698897191236,1.5387632357340604,0.0,0.6418924183623719,-0.0009272563189837999,1.4655386809669935e-07,2.90050036619771,-2.0521490744323776,0.0,-0.0016433492043166353,-1.1376071203432174,-9.534040223968532e-13,1.9064397732919134,1.7455578181637716,1.7453254134715277,1.9062073685992293,-3.8682098737847106,-5.467314385308739,0.0,-10.305644824651038,7.291403833215329,0.0
8.68,-0.7939903986478355,0.6079302976946052,1.0,0.9385107325318265,0.05849268735355554,0.16267603838294092,-0.2988523330756609,1.1459216142792166,1.4966366420477226,0.0,0.6414563599416541,-0.02367434995296638,1.4655385759121398e-07,2.8210936078502535,-2.160011355005606,0.0,-0.041957356574218174,-1.1368343067853928,3.066991105526995e-13,1.9092357581510475,1.748463095373702,1.7425294286121022,1.90330209138959,-4.071525482733688,-5.317636172106889,0.0,-10.023508039652612,7.674644727275874,0.0
8.700000000000001,-0.7705132427757886,0.6374239897486904,1.0,0.938173444858254,0.06440171571549974,0.16042851040481804,-0.29990948538682105,1.2015159140498288,1.4523832457988397,0.0,0.6402144535547122,-0.046391702005217667,1.4655384086847967e-07,2.7376779211191202,-2.2648041412501003,0.0,-0.08221865381127236,-1.1346333124935943,-5.426215032855453e-13,1.9119270282043543,1.75146563305037,1.739838158558992,1.900299553712726,-4.269055231182633,-5.160401306929683,0.0,-9.727127301255274,8.046979531231461,0.0
8.72,-0.7459411454241819,0.6660118674342519,1.0,0.9378349663931653,0.0702246133326067,0.15796642561030094,-0.30096625703311286,1.255402793961039,1.4060659334849792,0.0,0.6381682593819588,-0.06905077315003173,1.465538501665975e-07,2.6503718442595714,-2.3663785168824605,0.0,-0.12237666149269577,-1.131006902533381,3.5388358909926865e-13,1.914510202465485,1.7545616591689621,1.7372549842976541,1.8972035275943404,-4.4605184185503886,-4.99583322912426,0.0,-9.41692378270593,8.407879136951918,0.0
8.74,-0.720309024887907,0.6936533058128048,1.0,0.9374952975661793,0.07595359267152763,0.15529307678739745,-0.3020226466732122,1.307505677807869,1.3577505245413657,0.0,0.6353203480138131,-0.0916230972788994,1.4655387445272616e-07,2.5592994439841057,-2.4645901391568867,0.0,-0.16238092999855125,-1.125959632681013,6.522560269672795e-13,1.9169820357496359,1.7577472842600221,1.7347831510134346,1.8940179025033494,-4.6456429651710724,-4.824165798934145,0.0,-9.093338300178388,8.756830686349527,0.0
8.76,-0.6936533058128055,0.7203090248879064,1.0,0.9371544388084263,0.08158099180505868,0.15241203926826716,-0.3030786529662797,1.3577505245413646,1.3075056778078704,0.0,0.631674297220265,-0.11408031726157332,1.465538555095458e-07,2.4645901391568894,-2.5592994439841035,0.0,-0.20218120279895668,-1.1194978437187557,-2.4577562207639403e-12,1.9193394227445757,1.761018506288575,1.7324257640192127,1.890746680474079,-4.824165798934141,-4.645642965171078,0.0,-8.756830686349536,9.09333830017838,0.0
8.78,-0.6660118674342526,0.7459411454241812,1.0,0.9368123905525466,0.08709928465918947,0.14932716614757788,-0.3041342745719628,1.4060659334849779,1.2554027939610402,0.0,0.6272346874576449,-0.13639422057083467,1.465538436856706e-07,2.3663785168824627,-2.6503718442595687,0.0,-0.24172747964023023,-1.1116296534544101,7.632783294297951e-14,1.9215794019128691,1.764371215687785,1.7301857848503348,1.8873939710754533,-4.995833229124256,-4.460518418550393,0.0,-8.407879136951927,9.416923782705922,0.0
8.8,-0.6374239897486884,0.7705132427757903,1.0,0.9364691532326903,0.09250109107846238,0.14604258312938337,-0.30518951015039686,1.4523832457988428,1.201515914049825,0.0,0.6220070961131076,-0.15853677472507416,1.465538689432444e-07,2.264804141250093,-2.737677921119126,0.0,-0.28097007942018415,-1.1023649465229628,-6.661338147750939e-13,1.9236991592201307,1.7678012005226067,1.7280660275432445,1.8839639862404607,-5.160401306929694,-4.2690552311826195,0.0,-8.046979531231436,9.727127301255297,0.0
8.82,-0.6079302976946059,0.7939903986478349,1.0,0.9361247272845169,0.09777918669617741,0.14256268300941496,-0.3062443583622074,1.4966366420477217,1.145921614279218,0.0,0.6159980904983463,-0.1804801625050265,1.4655389039830435e-07,2.1600113550056084,-2.8210936078502518,0.0,-0.31985970245079764,-1.0917153619883213,8.507083926190262e-13,1.9256960316572307,1.7713041517728494,1.726069155105794,1.880461034990568,-5.317636172106885,-4.071525482733692,0.0,-7.674644727275883,10.023508039652604,0.0
8.84,-0.5775727034222686,0.8163392507171833,1.0,0.9357791131451944,0.10292651259625195,0.1388921198001616,-0.3072988178685117,1.5387632357340595,1.0886988971912372,0.0,0.6092152195988136,-0.20219681689974894,1.4655386544604188e-07,2.0521490744323803,-2.9005003661977082,0.0,-0.3583474925591412,-1.0796942786882506,1.7305601396344628e-12,1.9275675105978658,1.774875668758008,1.724197676164956,1.8768895180056122,-5.467314385308735,-3.8682098737847155,0.0,-7.2914038332153375,10.305644824651031,0.0
8.86,-0.5463943467342706,0.8375280400421408,1.0,0.9354323112533991,0.10793618475379971,0.13503580250660374,-0.3083528873309202,1.5787031626631085,1.0299290793980271,0.0,0.6016670045912608,-0.22365945573887203,1.4655385500994544e-07,1.9413705777332044,-2.975785354812836,0.0,-0.39638509833715974,-1.066316798459216,-3.469446951953614e-14,1.9293112449423229,1.7785112646555292,1.7224539418209066,1.8732539221076836,-5.609223245604061,-3.6593973269412046,0.0,-6.897801455330769,10.573136724440888,0.0
8.88,-0.5144395337815054,0.8575266561936529,1.0,0.9350843220493146,0.11280150324181558,0.1309988885609169,-0.3094065654115387,1.61639966601324,0.9696956760264813,0.0,0.5933629281372803,-0.24484111596619396,1.4655386339212928e-07,1.827833287213549,-3.046841589607314,0.0,-0.43392473397759757,-1.051599727130023,-3.982925100842749e-13,1.9309250440746688,1.7822063721471164,1.7208401426886435,1.869558814616013,-5.743161092737312,-3.4453845762581805,0.0,-6.494396924138569,10.82560361839576,0.0
8.9,-0.48175367410171477,0.8763066800438639,1.0,0.934735145974632,0.11751596119164491,0.12678677692493273,-0.3104598507729695,1.6517991769904785,0.9080842820387031,0.0,0.5843134224713308,-0.2657151875129956,1.4655386670892057e-07,1.7116985455758909,-3.1135680957833722,0.0,-0.47091923919716505,-1.035561553461467,-2.481348460037225e-12,1.9324068806122978,1.7859563491435997,1.7193583061514954,1.8658088376190487,-5.868937593698762,-3.2264757455649313,0.0,-6.081763499551463,11.062686737244594,0.0
8.92,-0.44838321609003223,0.8938414241512638,1.0,0.9343847834725485,0.122073253495261,0.12240510086957405,-0.3115127420783136,1.6848513909527092,0.8451824505968459,0.0,0.5745298562947065,-0.2862554467277004,1.465538663342203e-07,1.5931313866428416,-3.1758700513245453,0.0,-0.5073221386055482,-1.018222425865506,1.937339177970898e-12,1.9337548929556145,1.7897564846313012,1.7180102938071593,1.8620087021323668,-5.986374013198218,-3.0029819162882827,0.0,-5.6604875562445605,11.284049172902622,0.0
8.94,-0.41437558099328464,0.9101059706849954,1.0,0.9340332349877671,0.12646728523770406,0.11785972044092949,-0.3125652379911717,1.7155093388953135,0.7810795686453033,0.0,0.564024520493184,-0.306436089319971,1.4655387206574666e-07,1.4723003008351014,-3.23365892174292,0.0,-0.5430877000020096,-0.9996041271231826,3.35981242827188e-12,1.934967387625868,1.7936020045785852,1.7167977991365777,1.8581631821854112,-6.0953034676575895,-2.775220685388958,0.0,-5.231167750385029,11.489376357236084,0.0
8.96,-0.3797790955218005,0.9250772068344583,1.0,0.9336805009664965,0.13069217984841083,0.11315671462303732,-0.3136173371756469,1.7437294541967,0.7158667298869589,0.0,0.552810612696513,-0.32623176277823734,1.4655385924267073e-07,1.3493769957373312,-3.2868525858914954,0.0,-0.5781709918983302,-0.9797300469954695,2.155220446553585e-12,1.9360428413927477,1.7974880779432352,1.7157223453699761,1.8542771088204832,-6.195571162361602,-2.543515714038879,0.0,-4.794414168908843,11.67837650908079,0.0
8.98,-0.34464292317451695,0.9387338576538741,1.0,0.9333265818564498,0.13474228696052892,0.10830237320786341,-0.31466903829634557,1.7694716345288504,0.6496366053340643,0.0,0.5409022206981906,-0.34561759821944593,1.4655384836248508e-07,1.224536152092305,-3.3353754526628157,0.0,-0.6125279398858763,-0.9586251528696244,-5.537237335317968e-13,1.9369799031855737,1.8014098227327702,1.7147852835777755,1.8503553640303232,-6.287034611429539,-2.3081962676809793,0.0,-4.350847462553967,11.85078104887908,0.0
9.0,-0.3090169943749479,0.9510565162951534,1.0,0.9329714781068444,0.13861218996770963,0.10330318838334293,-0.31572034001837945,1.7926992988449333,0.5824833116176409,0.0,0.5283143047576409,-0.3645692416313655,1.465538645162301e-07,1.0979551755699808,-3.3791585684080894,0.0,-0.6461153820715104,-0.9363159583751557,-3.4208746946262636e-12,1.9377773957940845,1.805362312143483,1.7139877909699266,1.8464028746189485,-6.3695638402955135,-2.069596748124926,0.0,-3.9010979638815555,12.006344980346146,0.0
9.02,-0.2729519355173262,0.9620276715860856,1.0,0.9326151901684016,0.14229671326826665,0.09816584605073993,-0.3167712410073672,1.8133794393629643,0.5145022772426082,0.0,0.5150626788055517,-0.38306288446789954,1.4655385749406946e-07,0.9698139446643582,-3.41813971492408,0.0,-0.6788911232601391,-0.9128304900772322,-1.5057399771478686e-12,1.938434317344195,1.8093405807472478,1.713330869419374,1.8424246060156257,-6.4430415704094,-1.8280562183438915,0.0,-3.445804791538985,12.144847238623088,0.0
9.040000000000001,-0.2364989970237228,0.9716317329146744,1.0,0.9322577184933452,0.1457909291870177,0.09289721688293387,-0.31782173992943596,1.8314826684716767,0.4457901069786491,0.0,0.5011639905774911,-0.4010752935593767,1.4655387234330242e-07,0.8402945550762793,-3.45226349786859,0.0,-0.7108139879900388,-0.8881982522683352,-2.789435349370706e-13,1.9389498425601785,1.8133396307296699,1.712815344203107,1.8384255560334866,-6.507363385896099,-1.5839179206474856,0.0,-2.985614942037217,12.26609100442223,0.0
9.06,-0.19970998051440741,0.9798550523842467,1.0,0.931899063535402,0.14909016456554747,0.08750434713559566,-0.3188718354512233,1.846983260491915,0.3764444445795738,0.0,0.4866357006994436,-0.4185838402997124,1.4655385660589104e-07,0.7095810609455275,-3.481481425478834,0.0,-0.7418438722140153,-0.862450189931524,2.733924198139448e-13,1.939323323798341,1.8173544381652267,1.712441862964817,1.8344107485980574,-6.562437881936176,-1.3375287889157523,0.0,-2.5211823703335483,12.36990398371803,0.0
9.08,-0.16263716519488458,0.9866859442078679,1.0,0.9315392257498003,0.15219000701208438,0.08199444922353319,-0.319921526239879,1.859859188234248,0.3065638340261514,0.0,0.47149606075265793,-0.43556652907451004,1.4655385366380003e-07,0.5778592132997267,-3.5057519774809136,0.0,-0.7719417937982198,-0.8356186497695872,3.487488076103773e-12,1.9395542918624322,1.8213799593434787,1.712210894899984,1.8303852274205472,-6.608186794657157,-1.089238955586959,0.0,-2.0531670605254857,12.456138652586404,0.0
9.1,-0.12533323356430578,0.9921147013144777,1.0,0.9311782055932704,0.15508631080262336,0.0763748920748237,-0.32097081096306623,1.870092154300797,0.23624757948976605,0.0,0.45576409034441134,-0.4520020248934111,1.4655385364992224e-07,0.4453161960920518,-3.525040664092376,0.0,-0.8010699413421252,-0.8077373396906062,-1.4377388168895777e-12,1.9396424565929407,1.82541113708395,1.712122730170613,1.826354049678939,-6.644545112350737,-0.839401254100405,0.0,-1.582234087977535,12.524672466844224,0.0
9.120000000000001,-0.08785119655074175,0.9961336091431726,1.0,0.9308160035240421,0.15777520242541135,0.07065319127561981,-0.3220196882889638,1.8776676170868465,0.16559560421572994,0.0,0.43945955321421293,-0.4678696801930826,1.4655386718076535e-07,0.3121403602025401,-3.5393200750340936,0.0,-0.8291917217896017,-0.7788412863788563,-3.6359804056473877e-12,1.9395877072293857,1.8294429071070661,1.712177479534675,1.8223222796553158,-6.6714611678579905,-0.5883707175007031,0.0,-1.1090526742125386,12.575408036191346,0.0
9.14,-0.050244318179768696,0.9987369566060176,1.0,0.9304526200018468,0.16025308576137437,0.0648369990188199,-0.32306815688626755,1.8825748114452556,0.09470830852691366,0.0,0.42260293240484426,-0.48314956077599835,1.465538690681445e-07,0.1785209557812405,-3.548569918481763,0.0,-0.8562718063180041,-0.7489667913606335,-3.0198066269804258e-12,1.9393901125522974,1.83347020438187,1.7123750742116204,1.818294982380654,-6.688896711991223,-0.33650407391650405,0.0,-0.6342952359114755,12.60827326260753,0.0
9.16,-0.012566039883352316,0.9999210442038161,1.0,0.9300880554879144,0.1625166468935621,0.05893409387003502,-0.32411621542419217,1.884806763984326,0.023686427149353585,0.0,0.405215404530171,-0.4978224708536393,1.4655385519035669e-07,0.04464786331331943,-3.5527770499017057,0.0,-0.8822761748102204,-0.7181513853042165,3.1377678233468487e-12,1.939049920794835,1.8374879695037032,1.7127152659676614,1.814277217260242,-6.69682696788817,-0.08415923963016333,0.0,-0.15863642937229447,12.62322144280769,0.0
9.18,0.025130095443337202,0.9996841892832999,1.0,0.9297223104449744,0.16456285853917435,0.05295237036455073,-0.32516386257247254,1.88436030297737,-0.04736911393727909,0.0,0.38731881317102107,-0.5118699771612755,1.4655387491069316e-07,-0.08928867621144833,-3.5519354907299654,0.0,-0.9071721585325043,-0.6864337809553089,2.2246093855926574e-12,1.9385675593346772,1.8414911550378763,1.7131976274280303,1.8102740317258579,-6.695240666221269,0.16830518954078627,0.0,0.3172478082134231,12.620231334609823,0.0
9.200000000000001,0.0627905195293143,0.9980267284282716,1.0,0.9293553853372544,0.16638898409824365,0.04689982844918822,-0.32621109700136597,1.881236062869908,-0.11835734092102815,0.0,0.36893564143420693,-0.5252744321160377,1.4655385940920418e-07,-0.22309833164155476,-3.5460464368681737,0.0,-0.9309284811889307,-0.6538538244648784,-6.078471059822732e-13,1.9379436341515361,1.8454747318681186,1.7138215526118248,1.8062904548949623,-6.68414006121199,0.42053044782794863,0.0,0.7926812193042655,12.59930718712129,0.0
9.22,0.10036171485121524,0.9949510169813002,1.0,0.9289872806304799,0.16799258131355943,0.040784562783190245,-0.32725791738165366,1.8754384833780877,-0.18917737564695086,0.0,0.3500889837068676,-0.5380189959864842,1.4655386283701777e-07,-0.3565909521347145,-3.53511825698411,0.0,-0.9535152982091011,-0.6204524453470084,7.494005416219807e-13,1.9371789290686594,1.8494336955112136,1.7145862576943884,1.8023314912521804,-6.663540927427461,0.6721581093378052,0.0,1.2669881870078723,12.560478734700618,0.0
9.24,0.13779029068463786,0.9904614256966513,1.0,0.9286179967918736,0.16937150553693908,0.03461475191243585,-0.32830432238464213,1.8669758031796035,-0.2597285789705162,0.0,0.3308025166439448,-0.5500876580486109,1.4655385099926477e-07,-0.4895768373726541,-3.5191664806193677,0.0,-0.9749042342712011,-0.5862716050232697,-2.6492696925117798e-12,1.9362744047694844,1.8533630724068966,1.7154907819943481,1.798402114355713,-6.633472537363952,0.922830597394593,0.0,1.7394946951696402,12.503801154703341,0.0
9.26,0.1750230589752753,0.9845643345292056,1.0,0.9282475342901548,0.17052391259747635,0.028398647331468272,-0.3293503106821654,1.8558600482060854,-0.32991069377132276,0.0,0.31110046942309627,-0.5614652566988872,1.4655385872919258e-07,-0.6218670071356197,-3.4982137761210224,0.0,-0.9950684189060699,-0.5513542441603292,8.743006318923108e-13,1.9352311975873213,1.857257926163353,1.7165339891756977,1.79450726060007,-6.593977619849048,1.1721916926762805,0.0,2.2095292861864726,12.429354989071967,0.0
9.28,0.21200710992205332,0.9772681235681937,1.0,0.9278758935955392,0.1714482612679325,0.02214456244795987,-0.3303958809465861,1.8421070145535916,-0.3996239874239559,0.0,0.2910075933069233,-0.5721374985027009,1.465538589234816e-07,-0.7532734698536158,-3.4722899184286735,0.0,-1.013982520265494,-0.5157442287102354,2.250977182427505e-12,1.9340506180823758,1.8611133637557502,1.7177145686803261,1.7906518230079904,-6.545112299321653,1.4198870394217271,0.0,2.676424015184795,12.337246029881463,0.0
9.3,0.24868988716485638,0.9685831611286307,1.0,0.9275030751797374,0.17214331532597127,0.01586086146437434,-0.3314410318507977,1.8257362460354911,-0.46876939352351243,0.0,0.2705491305477926,-0.5820909761498843,1.46553859617371e-07,-0.8836094897527257,-3.4414317467626234,0.0,-1.0316227769872954,-0.47948629475302873,2.3869795029440866e-13,1.9327341493914356,1.8649245416829556,1.7190310373717304,1.7868406450803205,-6.486946016076089,1.6655646489896332,0.0,3.1395153992068163,12.22760516900293,0.0
