t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
16.28,0.7459411454241821,0.6660118674342517,1.0,0.7297398852275364,0.17191035092415585,-0.018213159608987603,-0.6615094949963253,1.2554027939610386,-1.4060659334849797,0.0,0.37860502849935607,-0.5183483085246563,1.4655387902545725e-07,-2.6503718442595723,-2.3663785168824596,0.0,-0.9186535153440256,-0.6709905957629658,5.509481759702339e-13,1.9382874157403076,1.843395007818246,1.713477771022786,1.8083701789451023,-4.460518418550387,4.995833229124262,0.0,9.416923782705933,8.407879136951914,0.0
16.3,0.7705132427757899,0.6374239897486889,1.0,0.7289941543899775,0.1711294424143636,-0.024486769422646687,-0.6623312124061743,1.201515914049826,-1.4523832457988421,0.0,0.3599977481739645,-0.5314398911116185,1.4655384884126876e-07,-2.7376779211191247,-2.264804141250095,0.0,-0.9418553434771659,-0.6380134581786656,-5.238171008059567e-12,1.9375961969237043,1.8473674609079553,1.7141689898407257,1.8043977258540569,-4.269055231182623,5.160401306929692,0.0,9.727127301255292,8.046979531231443,0.0
16.32,0.7939903986478346,0.6079302976946064,1.0,0.7282474982650325,0.17011966567994535,-0.030727630672612583,-0.6631520891416333,1.1459216142792188,-1.496636642047721,0.0,0.340938210343201,-0.5438638370796844,1.465538071523942e-07,-2.8210936078502504,-2.16001135500561,0.0,-0.9638739387795525,-0.6042347979022478,-2.7269853042355408e-12,1.936764634685614,1.851312923013642,1.715000552078236,1.8004522637489495,-4.071525482733696,5.317636172106883,0.0,10.023508039652599,7.674644727275889,0.0
16.34,0.8163392507171839,0.5775727034222676,1.0,0.7274999178004066,0.16888237119458446,-0.03692739684168714,-0.663972124160791,1.0886988971912355,-1.5387632357340608,0.0,0.32145035909848374,-0.555604538489847,1.465538364969765e-07,-2.900500366197711,-2.0521490744323767,0.0,-0.9846816397831859,-0.5696970503061394,-2.5972279882324756e-12,1.9357937737001636,1.855226437538546,1.7159714130636567,1.7965387492240759,-3.868209873784709,5.46731438530874,0.0,10.30564482465104,7.291403833215325,0.0
16.36,0.8375280400421404,0.5463943467342711,1.0,0.726751413944978,0.16741921371381718,-0.043077776373161014,-0.6647913164228053,1.0299290793980282,-1.5787031626631078,0.0,0.30155867661246566,-0.5666472457491588,1.4655385856959802e-07,-2.9757853548128352,-1.9413705777332066,0.0,-1.0042523062122777,-0.5344436044360079,6.205452818264234e-12,1.9346848336383862,1.8591030880180637,1.7170803531234027,1.7926620987465895,-3.6593973269412086,5.60922324560406,0.0,10.573136724440886,6.897801455330776,0.0
16.38,0.8575266561936516,0.5144395337815074,1.0,0.7260019876487973,0.1657321500619643,-0.049170543759932246,-0.6656096648879032,0.9696956760264851,-1.6163996660132378,0.0,0.28128815238213445,-0.5769780861393043,1.4655388633905142e-07,-3.0468415896073098,-1.827833287213556,0.0,-1.022561351863427,-0.498518748424559,1.6091294963160863e-12,1.9334392076397282,1.8629380042982364,1.7183259791231216,1.788827182465356,-3.4453845762581943,5.743161092737303,0.0,10.825603618395744,6.494396924138595,0.0
16.4,0.8763066800438619,0.4817536741017184,1.0,0.7252516398630856,0.16382343651507883,-0.055197550545280534,-0.6664271685173829,0.90808428203871,-1.6517991769904747,0.0,0.2606642518353965,-0.5865840812453582,1.4655386966488937e-07,-3.113568095783365,-1.7116985455759037,0.0,-1.0395857754507798,-0.46196761394718955,-5.211109321834329e-13,1.9320584605573357,1.8667263686526019,1.7197067262060062,1.785038818110499,-3.2264757455649558,5.868937593698749,0.0,11.062686737244569,6.081763499551509,0.0
16.42,0.8938414241512643,0.4483832160900311,1.0,0.7245003715402335,0.16169562578340474,-0.06115073622060481,-0.6672438262736154,0.8451824505968439,-1.68485139095271,0.0,0.23971288433952528,-0.5954531632605501,1.465538457257054e-07,-3.175870051324547,-1.5931313866428378,0.0,-1.0553041895834059,-0.4248361193466721,2.405714516484636e-12,1.9305443269912939,1.8704634218469955,1.721220859771372,1.7813017649167806,-3.0029819162882756,5.986374013198222,0.0,11.284049172902629,5.660487556244547,0.0
16.44,0.9101059706849967,0.4143755809932819,1.0,0.7237481836338006,0.15935156359738872,-0.06702213900552728,-0.6680596371200446,0.781079568645298,-1.7155093388953158,0.0,0.21846037065132157,-0.6035741901458848,1.4655385741080273e-07,-3.233658921742924,-1.4723003008350917,0.0,-1.0696968475218283,-0.38717091219953037,1.081773559619137e-12,1.9288987091192689,1.8741444690928488,1.7228664776437022,1.7776207176706218,-2.77522068538894,6.095303467657597,0.0,11.489376357236099,5.231167750384994,0.0
16.46,0.925077206834458,0.379779095521801,1.0,0.7229950770985131,0.15679438490180342,-0.07280390649597027,-0.6688746000211895,0.7158667298869598,-1.7437294541966994,0.0,0.19693340985113653,-0.6109369596279727,1.4655385111028707e-07,-3.2868525858914945,-1.349376995737333,0.0,-1.0827456680874508,-0.3490193104898953,-2.373101715136272e-13,1.9271236742952806,1.8777648859711233,1.724641512467995,1.774000300792043,-2.5435157140388824,6.1955711623616,0.0,11.678376509080787,4.79441416890885,0.0
16.48,0.9387338576538745,0.34464292317451584,1.0,0.7222410528902635,0.15402750966307746,-0.07848830616594699,-0.6696887139426456,0.6496366053340622,-1.7694716345288513,0.0,0.17515904580162087,-0.6175322220168636,1.4655384488609924e-07,-3.3353754526628174,-1.224536152092301,0.0,-1.094434258318966,-0.31042924326440957,-4.578282197797989e-12,1.9252214524578446,1.8813201242282944,1.7265437343064332,1.7704450625338701,-2.3081962676809717,6.287034611429543,0.0,11.850781048879087,4.350847462553952,0.0
16.5,0.9510565162951533,0.3090169943749484,1.0,0.721486111966109,0.1510546382954401,-0.08406773570902577,-0.6705019778510861,0.5824833116176418,-1.792699298844933,0.0,0.15316463317250492,-0.6233516918242795,1.4655381505579435e-07,-3.379158568408089,-1.0979551755699826,0.0,-1.1047479340901,-0.27144919041346416,-2.550737399076297e-12,1.923194433327471,1.8848057174946249,1.7285707534363388,1.7669594692680077,-2.0695967481249293,6.369563840295513,0.0,12.006344980346144,3.901097963881562,0.0
16.52,0.9620276715860849,0.2729519355173285,1.0,0.7207302552842701,0.1478797467119915,-0.0895347332056454,-0.6713143907142629,0.5145022772426124,-1.8133794393629632,0.0,0.1309778030761744,-0.6283880581746851,1.4655383528267008e-07,-3.4181397149240778,-0.9698139446643661,0.0,-1.1136737385655764,-0.23212812170197994,1.6653345369377348e-12,1.921045163403533,1.8882172868973786,1.7307200233593039,1.7635478998662266,-1.8280562183439064,6.443041570409395,0.0,12.14484723862308,3.4458047915390133,0.0
16.54,0.9716317329146734,0.2364989970237268,1.0,0.7199734838041301,0.14450708100732387,-0.09488198710267184,-0.672125951501008,0.4457901069786567,-1.8314826684716747,0.0,0.10862642835477299,-0.6326349939880488,1.4655386128964443e-07,-3.452263497868586,-0.8402945550762935,0.0,-1.1212004584391837,-0.1925154353500491,4.38676872605015e-12,1.91877634276783,1.8915505465536482,1.7329888439943786,1.7602146402105852,-1.5839179206475125,6.507363385896092,0.0,12.266091004422218,2.9856149420372677,0.0
16.56,0.979855052384246,0.19970998051441144,1.0,0.7192157984862331,0.1409411517788033,-0.10010234599185569,-0.6729366591812348,0.3764444445795814,-1.8469832604919134,0.0,0.0861385885644186,-0.6360871639292021,1.4655385569689594e-07,-3.481481425478831,-0.7095810609455419,0.0,-1.127318638050248,-0.15266089596811527,5.1833537462187e-12,1.9163908216938201,1.8948013089575075,1.7353743650682047,1.7569638778069094,-1.3375287889157794,6.5624378819361695,0.0,12.36990398371802,2.5211823703335994,0.0
16.580000000000002,0.9866859442078687,0.16263716519487986,1.0,0.7184572002922832,0.13718672809410107,-0.10518882817411762,-0.6737465127259401,0.3065638340261425,-1.8598591882342492,0.0,0.06354253469941239,-0.6387402311106991,1.4655385362216666e-07,-3.5057519774809163,-0.57785921329971,0.0,-1.1320205912669739,-0.11261457189364332,-1.1553258350005535e-12,1.9138915970568553,1.8979654902503327,1.7378735897066326,1.7537996965126217,-1.0892389555869277,6.608186794657162,0.0,12.456138652586414,2.0531670605254266,0.0
16.6,0.992114701314478,0.12533323356430282,1.0,0.7176976901851433,0.13324883111305652,-0.11013463099685311,-0.674555511107204,0.23624757948976044,-1.8700921543007976,0.0,0.040866653701105114,-0.6405908625407043,1.4655384759920675e-07,-3.5250406640923773,-0.44531619609204126,0.0,-1.1353004111094058,-0.07242677260230757,-3.259198466665225e-12,1.9112818085864656,1.9010391153294086,1.740483378177507,1.7507260714330604,-0.8394012541003851,6.644545112350738,0.0,12.524672466844228,1.5822340879774974,0.0
16.62,0.9961336091431724,0.08785119655074407,1.0,0.7169372691288335,0.12913272737237963,-0.11493313995179776,-0.6753636532981929,0.16559560421573433,-1.877667617086846,0.0,0.018139432795928865,-0.6416367333102533,1.4655385453810066e-07,-3.5393200750340927,-0.3121403602025484,0.0,-1.1371539772204826,-0.03214798509706407,1.667416205108907e-12,1.9085647348995742,1.904018322871281,1.7432004518632618,1.7477468638923248,-0.5883707175007187,6.671461167857989,0.0,12.575408036191343,1.109052674212568,0.0
16.64,0.9987369566060175,0.050244318179769244,1.0,0.7161759380885304,0.12484392174219765,-0.11957793752125384,-0.6761709382731592,0.09470830852691468,-1.8825748114452554,0.0,-0.004610576292405437,-0.6418765295142917,1.465538460657112e-07,-3.5485699184817627,-0.17852095578124244,0.0,-1.1375789610054696,0.008171189259809086,-1.90056304028019e-12,1.9057437893983815,1.906899370160695,1.746021397365278,1.7448658166020874,-0.3365040739165077,6.688896711991222,0.0,12.608273262607527,0.6342952359114824,0.0
16.66,0.9999210442038161,0.012566039883354642,1.0,0.7154136980305655,0.12038815006385166,-0.12406281176086725,-0.6769773650074439,0.02368642714935797,-1.884806763984326,0.0,-0.027354793211931464,-0.6413099499020665,1.465537923447946e-07,-3.5527770499017057,-0.04464786331332769,0.0,-1.136574828563909,0.0484800982772815,-3.6637359812630166e-13,1.902822515979922,1.9096786377956794,1.748942670783384,1.742086548967457,-0.0841592396301789,6.69682696788817,0.0,12.62322144280769,0.1586364293723238,0.0
16.68,0.9996841892833,-0.02513009544333665,1.0,0.714650549922424,0.11577137147878948,-0.12838176460747452,-0.677782932477477,-0.04736911393727805,-1.8843603029773701,0.0,-0.05006464488721491,-0.6399377062553624,1.465538407227629e-07,-3.551935490729966,0.08928867621144636,0.0,-1.1341428413690235,0.08872810280362575,-4.5380366131553274e-13,1.8998045845736666,1.912352634246046,1.7519606021896592,1.7394125525170705,0.16830518954078255,6.69524066622127,0.0,12.620231334609825,-0.3172478082134161,0.0
16.7,0.9980267284282718,-0.06279051952931021,1.0,0.7138864947327436,0.1109997604588231,-0.1325290199008985,-0.6785876396607792,-0.11835734092102043,-1.8812360628699085,0.0,-0.07271160141518276,-0.6377615224948957,1.4655385408013366e-07,-3.5460464368681746,0.22309833164154022,0.0,-1.1302860546708773,0.12886464011607757,3.87814780289375e-12,1.8966937865424445,1.9149180002265966,1.7550714002198822,1.7368471865375192,0.4205304478279212,6.684140061211991,0.0,12.599307187121292,-0.7926812193042139,0.0
16.72,0.9949510169813004,-0.10036171485121292,1.0,0.7131215334313138,0.1060796985483974,-0.13649903110897896,-0.6793914855359631,-0.1891773756469465,-1.8754384833780882,0.0,-0.09526721190655013,-0.6347841325135044,1.4655386323253472e-07,-3.535118256984111,0.35659095213470626,0.0,-1.1250093136694006,0.16883928753846922,-4.399258735077183e-13,1.893494029917084,1.917371512921307,1.758271156846239,1.7343936738418124,0.6721581093377896,6.663540927427463,0.0,12.56047873470062,-1.266988187007843,0.0
16.740000000000002,0.9904614256966509,-0.13779029068464083,1.0,0.7123556669890736,0.10101776582992598,-0.14028648874549215,-0.6801944690827347,-0.2597285789705218,-1.8669758031796027,0.0,-0.11770314022814156,-0.6310092767430652,1.465538566405855e-07,-3.519166480619366,0.48957683737266466,0.0,-1.118319247413406,0.20860182578120723,-1.346839306748393e-12,1.890209334481084,1.9197100900358282,1.7615558522824475,1.732055096727082,0.9228305973946129,6.633472537363948,0.0,12.503801154703334,-1.7394946951696777,0.0
16.76,0.9845643345292053,-0.17502305897527648,1.0,0.7115888963781111,0.09582073212360091,-0.14388632747104907,-0.6809965892818942,-0.32991069377132504,-1.855860048206085,0.0,-0.13999120060097112,-0.6264416974546168,1.4655388473616693e-07,-3.4982137761210215,0.621867007135624,0.0,-1.1102242605108197,0.24810230194503013,3.286954042280854e-12,1.8868438267334509,1.9219307936623107,1.7649213600290117,1.729834393101669,1.1721916926762888,6.5939776198490465,0.0,12.429354989071964,-2.209529286186488,0.0
16.78,0.9772681235681931,-0.21200710992205626,1.0,0.7108212225716622,0.09049554793344214,-0.1472937328674745,-0.681797845115338,-0.39962398742396144,-1.8421070145535907,0.0,-0.16210339300932264,-0.6210871328004104,1.4655389161954968e-07,-3.472289918428672,0.7532734698536263,0.0,-1.1007345225031662,0.2872910924936134,-4.225092498089111e-12,1.8834017346856522,1.9240308339797532,1.7683634520785438,1.727734352782493,1.4198870394217469,6.5451122993216515,0.0,12.33724602988146,-2.6764240151848324,0.0
16.8,0.9685831611286313,-0.2486898871648541,1.0,0.710052646544109,0.08504933515171081,-0.15050414787659783,-0.6825982355660596,-0.46876939352350816,-1.8257362460354922,0.0,-0.1840119383766815,-0.6149523096061338,1.4655386226802847e-07,-3.4414317467626256,0.8836094897527176,0.0,-1.0898619551593658,0.32611896533633056,1.6653345369377348e-13,1.8798873825661482,1.9260075727525625,1.771877804197034,1.725757614010697,1.6655646489896179,6.486946016076092,0.0,12.227605169002937,-3.1395153992067875,0.0
16.82,0.9585217890173757,-0.2850192624699766,1.0,0.7092831692709789,0.07948937753409809,-0.15351327889485808,-0.6833977596181503,-0.5372486526643557,-1.8067710064096398,0.0,-0.20568931346414732,-0.6080449349198656,1.465538274000866e-07,-3.405683112273337,1.0126898522168126,0.0,-1.0776202174489906,0.36453714186646113,5.10702591327572e-13,1.876305185380508,1.927858526645337,1.7754600013825956,1.7239066601180018,1.908875400053563,6.419561427583643,0.0,12.100588212099106,-3.5981453600559306,0.0
16.84,0.9470983049947449,-0.32094360980720776,1.0,0.7085127917289429,0.0738231109584469,-0.1563171015155594,-0.6841964162568017,-0.6049644520721478,-1.7852382463193015,0.0,-0.22710828544690853,-0.6003736863291264,1.4655381960076985e-07,-3.365094815726546,1.1403311269877003,0.0,-1.0640246884112774,0.4024973581373992,4.524158825347513e-12,1.8726596433668967,1.929581370344676,1.77910554339528,1.7221838164195888,2.1494735347225973,6.343054291031769,0.0,11.956375657215972,-4.051662159462118,0.0
16.86,0.9343289424566122,-0.35641187871325014,1.0,0.7077415148958152,0.0680581134800173,-0.15891186591110792,-0.6849942044683064,-0.6718205638906098,-1.7611685649948081,0.0,-0.24824194612667536,-0.5919482010605072,1.46553884076972e-07,-3.3197245353125804,1.2663519288295753,0.0,-1.0490924477999624,0.4399519255819939,4.951594689828198e-12,1.8689553363384255,1.9311739394796146,1.7828098504236531,1.720591247284749,2.387017149882155,6.2575333272478755,0.0,11.795172438285132,-4.4994213252375745,0.0
16.88,0.9202318473658715,-0.3913736668371997,1.0,0.7069693397505509,0.06220209519661267,-0.16129410184802292,-0.6857911232400586,-0.7377219819265475,-1.7345961667703915,0.0,-0.26906374573522635,-0.5827790638709497,1.4655384261014204e-07,-3.2696367446825265,1.3905731752872863,0.0,-1.0328422546962146,0.47685379076803924,2.4799606812564434e-12,1.8651969179428423,1.9326342333373057,1.7865682688198066,1.7191309534264876,2.621168683056942,6.163120066201123,0.0,11.617207633901572,-4.940786567106794,0.0
16.9,0.9048270524660218,-0.42577929156506783,1.0,0.7061962672732456,0.05626288793710421,-0.16346062332802264,-0.6865871715605572,-0.8025750566588902,-1.7055588124779362,0.0,-0.28954752628929126,-0.5728777937528405,1.4655382869765976e-07,-3.2149026213276093,1.5128183411723888,0.0,-1.0152945238600497,0.5131565946894456,8.498757253505573e-12,1.86138910979751,1.9339604173836873,1.7903760769637502,1.7178047693814948,2.8515953921058443,6.059948674301632,0.0,11.422734141790327,-5.375130680910136,0.0
16.92,0.8881364488135431,-0.45957986062149053,1.0,0.7054222984451337,0.050248434787156744,-0.16540853284897278,-0.6873823484194047,-0.8662876283197775,-1.6740977657867726,0.0,-0.30966755445150845,-0.5622568294608745,1.4655387117062935e-07,-3.1555999454320864,1.6329137094150827,0.0,-0.9964713000988723,0.5488147309727243,-2.3245294578089215e-13,1.8575366955663801,1.9351508255616268,1.7942284911968938,1.716614361201541,3.0779698280666894,5.948165763742677,0.0,11.212028319424988,-5.80183643989521,0.0
16.94,0.8701837546695254,-0.4927273415482921,1.0,0.7046474342485876,0.04416677946616593,-0.16713522527999874,-0.6881766528073106,-0.9287691578585661,-1.6402577345657783,0.0,-0.32939855385889444,-0.5509295138863408,1.4655387890055716e-07,-3.0918129893434116,1.75068861792555,0.0,-0.9763962306897855,0.5837834029437716,-8.708311849403572e-13,1.8536445149654228,1.936203962385426,1.7981206717979996,1.7155612243775942,3.299970300478906,5.827930184156855,0.0,10.985389591308833,-6.2202974718294195,0.0
16.96,0.8509944817946908,-0.5251746299612973,1.0,0.7038716756671158,0.038026055569590655,-0.16863839134558672,-0.6889700837160911,-0.9899308556028897,-1.6040868073509922,0.0,-0.3487157368769831,-0.5389100772944893,1.4655387481354865e-07,-3.0236323978165096,1.865975702114338,0.0,-0.9550945354789286,0.6180186802635212,-6.075695502261169e-12,1.8497174576529876,1.9371185048218744,1.8020477291116355,1.7146466819399449,3.517281334523676,5.699412796881862,0.0,10.74314002347583,-6.62991912068885,0.0
16.98,0.8305958991958129,-0.5568756164881876,1.0,0.7030950236853626,0.031834475691105646,-0.1699160207140023,-0.6897626401386717,-1.0496858074335464,-1.5656363850092245,0.0,-0.3675948357401052,-0.5262136194477108,1.4655383857170579e-07,-2.9511550592027165,1.9786111327264198,0.0,-0.9325929753668083,0.6514775538339457,-7.548128788670283e-12,1.845760457112436,1.9378933039507678,1.8060047296525275,1.7138718828107113,3.7295941193305797,5.562796232157363,0.0,10.485623865817532,-7.030119291696386,0.0
17.0,0.8090169943749491,-0.5877852522924708,1.0,0.7023174792891052,0.02560032043908743,-0.1709664046859058,-0.6905543210690877,-1.1079490982942697,-1.524961107694581,0.0,-0.3860121330385357,-0.51285609063582,1.4655386783302138e-07,-2.8744839677660696,2.088434848651628,0.0,-0.9089198185612712,0.6841179900302308,2.779027008514845e-12,1.8417784844335074,1.9385273864109942,1.8099867023290725,1.713237800352868,3.9366069468149196,5.418274629597314,0.0,10.213207062884928,-7.420329278510578,0.0
17.02,0.7862884321366199,-0.6178596130903331,1.0,0.7015390434652544,0.019331927362144397,-0.17178813847956334,-0.6913451255024853,-1.1646379328606535,-1.482118777201825,0.0,-0.4039444915135329,-0.49885427163745394,1.46553844247721e-07,-2.7937280773228443,2.195290784380219,0.0,-0.8841048051112022,0.7158989834010365,5.082739784612045e-12,1.8377765420811976,1.9390199556159473,1.81398864468085,1.7127452311484468,4.138025640421362,5.266053362306991,0.0,9.926276733861283,-7.79999457138837,0.0
17.04,0.7624425110114504,-0.6470559615694412,1.0,0.7007597172018524,0.013037679798495613,-0.17238012310959971,-0.6921350524351233,-1.2196717531968218,-1.4371702748268766,0.0,-0.4213693831253835,-0.4842257526401434,1.4655383372141895e-07,-2.709002146412244,2.299027091780471,0.0,-0.8581791096377911,0.7467806081017214,5.847405892822621e-12,1.8337596576173296,1.9393703927613815,1.8180055291445427,1.7123947940031887,4.3335639731648605,5.1063487450366125,0.0,9.62524062244469,-8.168575645173673,0.0
17.06,0.7375131173581758,-0.6753328081210224,1.0,0.6999795014880713,0.006725995664104006,-0.17274156685677977,-0.6929241008643748,-1.2729723532327015,-1.3901794748511314,0.0,-0.4382649173533817,-0.4689889111403474,1.4655383429734714e-07,-2.6204265752181786,2.39949635588326,0.0,-0.8311753020048884,0.7767240682462428,-1.0477729794899915e-13,1.8297328773634844,1.9395782576004135,1.8220323093997612,1.7121869291627834,4.522944074374998,4.939387726786134,0.0,9.310526517421744,-8.525548725992387,0.0
17.080000000000002,0.7115356772092839,-0.7026499697988506,1.0,0.699198397314212,0.00040531619457388757,-0.1728719863268519,-0.6937122697887277,-1.3244639898990955,-1.3412131537726348,0.0,-0.45460986869780035,-0.45316288885779543,1.465538606443273e-07,-2.528127234474064,2.496555804366735,0.0,-0.803127306511564,0.8056917465084801,2.3918367286768216e-12,1.8257012600751628,1.939643288998325,1.826063926687506,1.7121218977654482,4.705896824565294,4.7654075682984,0.0,8.982581644756472,-8.870406535563518,0.0
17.1,0.6845471059286864,-0.7289686274214137,1.0,0.6984164056717037,-0.005915905344143449,-0.1727712070970392,-0.6944995582077855,-1.374073490762729,-1.290340895413029,0.0,-0.47038370334430374,-0.43676756768728253,1.4655388774764688e-07,-2.4322352865936288,2.5900675104436033,0.0,-0.7740703593105025,0.8336472513570115,-2.5146551507759796e-12,1.8216698705967287,1.939565405255664,1.830095316167073,1.712199781506977,4.882162237866737,4.584655504898645,0.0,8.641872032057753,-9.202659012069388,0.0
17.12,0.6565857557529557,-0.7542513807361043,1.0,0.6976335275531016,-0.012229214961135548,-0.17243936394931175,-0.6952859651222704,-1.421730358008302,-1.2376349920351128,0.0,-0.4855666049601244,-0.4198235447215326,1.465538408268463e-07,-2.3328869992819037,2.679898588862681,0.0,-0.7440409640133705,0.8605554628981937,-8.146261443187086e-13,1.8176437734736135,1.9393447042176906,1.8341214132897958,1.7124204825453424,5.051489831481991,4.397388395159499,0.0,8.288881846328456,-9.521834006560418,0.0
17.14,0.6276913612907017,-0.7784623015670225,1.0,0.6968497639520863,-0.018526169246881052,-0.17187690069012992,-0.6960714895340225,-1.4673668686197359,-1.183170341611587,0.0,-0.5001394995897024,-0.40235210637621605,1.4655383094586139e-07,-2.2302235518913727,2.765921384746093,0.0,-0.7130768459199299,0.8863825769209188,8.604228440844963e-14,1.8136280266073082,1.938981463146418,1.838137160155893,1.7127837236168229,5.21363898163514,4.203872355890923,0.0,7.9241127059376835,-9.827477953904596,0.0
17.16,0.5979049830575192,-0.8015669848708764,1.0,0.6960651158634619,-0.024798346665450888,-0.17108456955689771,-0.6968561304460028,-1.5109181706182797,-1.127024341390939,0.0,-0.5140840796153575,-0.38437520164689415,1.4655380822792274e-07,-2.1243908347983895,2.84801365499383,0.0,-0.6812169045474215,0.9110961474022683,-2.2135071553464059e-13,1.8096276748898037,1.938476138372793,1.8421375118734677,1.713289048390377,5.368379265511219,4.004382383973665,0.0,7.548082967793629,-10.119156517328289,0.0
17.18,0.5672689491267586,-0.8235325976284259,1.0,0.6952795842831555,-0.031037358817453953,-0.1700634302119226,-0.6976398868622935,-1.5523223752207091,-1.0692767779117363,0.0,-0.5273828267584068,-0.3659154145364303,1.4655380561889864e-07,-2.0155392420850053,2.926058741997863,0.0,-0.6485011648762806,0.9346651272023776,5.953570969552402e-13,1.8056477438790683,1.937829364726335,1.8461174428840152,1.7139358220370238,5.515490788699607,3.7992019655737153,0.0,7.1613269907301715,-10.396455205632515,0.0
17.2,0.5358267949789979,-0.8443279255020143,1.0,0.6944931702082154,-0.03723486165867261,-0.16881484832522395,-0.6984227577880991,-1.591520644786703,-1.0100097136215505,0.0,-0.5400190340861347,-0.34699593568232695,1.4655385377482233e-07,-1.9038234578206763,2.999945739419038,0.0,-0.6149707269901605,0.957059907110136,1.9283186158958188e-12,1.8016932334777662,1.9370419547344309,1.8500719532850098,1.714723232029235,5.654764497676109,3.5886226732928126,0.0,6.764394376153478,-10.658979962207786,0.0
17.22,0.5036232016357641,-0.8639234171928334,1.0,0.6937058746368104,-0.04338256665936844,-0.1673404937480893,-0.6992047422297485,-1.6284572764303171,-0.9493073702617726,0.0,-0.5519768269998861,-0.32764053322279074,1.4655384564937757e-07,-1.7894022362478181,3.0695696497909966,0.0,-0.5806677144924,0.9782523530249998,7.326778073135642e-12,1.7977691116557846,1.936114897604796,1.8539960751057452,1.715650289160116,5.786002476879354,3.3729437518279757,0.0,6.357849187028617,-10.906357725009915,0.0
17.240000000000002,0.4707039321653317,-0.8822912264349537,1.0,0.6929176985682278,-0.049472251889352815,-0.16564233827981686,-0.6999858391946953,-1.6630797811768676,-0.8872560091838606,0.0,-0.5632411831793777,-0.3078735229379464,1.465538966086144e-07,-1.6724381761832487,3.1348315337273807,0.0,-0.5456352214698645,0.9982158413622766,4.595629432557757e-12,1.7938803081987698,1.9350493579765042,1.8578848785633904,1.7167158287877777,5.909018229959738,3.152471692728244,0.0,5.942269146314898,-11.138236956701805,0.0
17.26,0.43711576665093094,-0.899405251566372,1.0,0.6921286430028727,-0.05549577301397624,-0.1637226530306362,-0.7007660476915197,-1.6953389585525964,-0.823943808767301,0.0,-0.573797951453479,-0.28771973770174325,1.4655388939910363e-07,-1.5530974899564878,3.1956386505200447,0.0,-0.5099172585563028,1.0169252923802607,-4.184153024056059e-12,1.7900317085341888,1.933846674466112,1.8617334782299981,1.7179185122961436,6.023636944800824,2.9275197988536297,0.0,5.5182448159903394,-11.354288144207,0.0
17.28,0.4029064357136628,-0.9152411726209175,1.0,0.6913387089422659,-0.06144507418635255,-0.16158400538432782,-0.7015453667299301,-1.7251889665012694,-0.7594607391132547,0.0,-0.5836338695790828,-0.2672044962855322,1.4655384542733296e-07,-1.4315497672128452,3.2519045899287335,0.0,-0.47355869746923407,1.0343572017953495,-1.8512968935624485e-12,1.7862281475738635,1.9325083579814681,1.8655370391897843,1.7192568287813257,6.129695741937023,2.698407739154432,0.0,5.086378757830444,-11.554204266965993,0.0
17.3,0.368124552684677,-0.9297764858882518,1.0,0.6905478973890442,-0.06731219882123449,-0.15922925556460868,-0.7023237953207632,-1.7525873865282395,-0.6938984341921259,0.0,-0.5927365809020207,-0.24635357155040902,1.46553833325902e-07,-1.307967733917266,3.3035493949747514,0.0,-0.43660521465417323,1.050489670294097,-6.718930967153369e-12,1.7824744036480453,1.9310360898177348,1.869290783116726,1.7207290969439355,6.227043906014211,2.465461094404183,0.0,4.64728467713498,-11.737701233229203,0.0
17.32,0.3328195445229879,-0.9429905358928641,1.0,0.6897562093469576,-0.07308930023613364,-0.15666155280987473,-0.7031013324759862,-1.7774952839794342,-0.6273500616267119,0.0,-0.601094649879673,-0.22519315806900755,1.4655382245265525e-07,-1.1825270069013494,3.3504996755641763,0.0,-0.3991032340372569,1.0653024309720593,-5.6690763194922056e-12,1.7787751925094641,1.9294317195573194,1.8729899942550652,1.7223334672045933,6.315543099964441,2.2290108945316836,0.0,4.20158655061941,-11.904518283766798,0.0
17.34,0.29704158157703503,-0.954864544746643,1.0,0.6889636458208686,-0.0787686521454649,-0.1538843311614136,-0.7038779772086978,-1.7998772633696494,-0.5599101902958639,0.0,-0.6086975764479434,-0.20374983921821938,1.4655384574652208e-07,-1.0554058443021295,3.392688712779235,0.0,-0.3610998685147915,1.0787768748962228,-4.558159405476658e-12,1.7751351613942974,1.9276972627342863,1.8766300253699757,1.7240679240278827,6.395067561590554,1.9893931482091818,0.0,3.7499177397095016,-12.054418362421965,0.0
17.36,0.26084150628989927,-0.9653816388332732,1.0,0.6881702078167508,-0.084342658993663,-0.15090130487072512,-0.7046537285331295,-1.8197015186814516,-0.491674655946986,0.0,-0.6155358092123245,-0.1820505537830003,1.465538300229885e-07,-0.9267848922476042,3.4300565536895027,0.0,-0.3226428609160559,1.090896074404446,4.570649414503691e-12,1.77155888319631,1.9258348983110962,1.8802063035658563,1.7259302884531798,6.4655042822810795,1.7469483653658489,0.0,3.292920090500429,-12.187188452980552,0.0
